Time (s)	Light Intensity (% of scale max)	Position (m)
16.48	0.1	-0.3402
16.5	0.1	-0.3402
16.52	0.1	-0.3396
16.55	0.1	-0.3391
16.56	0.1	-0.3389
16.6	0.1	-0.3383
16.64	0.1	-0.3375
16.65	0.1	-0.3368
16.68	0.1	-0.3363
16.7	0.1	-0.3363
16.72	0.1	-0.3363
16.75	0.1	-0.3363
16.76	0.1	-0.3361
16.8	0.1	-0.3356
16.84	0.1	-0.3348
16.85	0.1	-0.3338
16.88	0.1	-0.3327
16.9	0.1	-0.3321
16.92	0.1	-0.3321
16.95	0.1	-0.3321
16.96	0.1	-0.3321
17.0	0.1	-0.3321
17.04	0.1	-0.3321
17.05	0.1	-0.3321
17.08	0.1	-0.3321
17.1	0.1	-0.3321
17.12	0.1	-0.3321
17.15	0.1	-0.3321
17.16	0.1	-0.3321
17.2	0.1	-0.3321
17.24	0.1	-0.3321
17.25	0.1	-0.3321
17.28	0.1	-0.3321
17.3	0.1	-0.3317
17.32	0.1	-0.3309
17.35	0.1	-0.3302
17.36	0.1	-0.3294
17.4	0.1	-0.3284
17.44	0.1	-0.3271
17.45	0.1	-0.3264
17.48	0.1	-0.3252
17.5	0.1	-0.324
17.52	0.1	-0.3238
17.55	0.1	-0.3237
17.56	0.1	-0.3237
17.6	0.1	-0.3237
17.64	0.1	-0.3239
17.65	0.1	-0.3239
17.68	0.1	-0.3239
17.7	0.1	-0.3239
17.72	0.1	-0.3239
17.75	0.1	-0.3239
17.76	0.1	-0.3239
17.8	0.1	-0.3239
17.84	0.1	-0.3239
17.85	0.1	-0.3239
17.88	0.1	-0.3238
17.9	0.1	-0.3238
17.92	0.1	-0.3236
17.95	0.1	-0.3234
17.96	0.1	-0.3229
18.0	0.1	-0.3221
18.04	0.1	-0.321
18.05	0.1	-0.3195
18.08	0.1	-0.3183
18.1	0.1	-0.3177
18.12	0.1	-0.3173
18.15	0.1	-0.3169
18.16	0.1	-0.3165
18.2	0.1	-0.3164
18.24	0.1	-0.3164
18.25	0.1	-0.3164
18.28	0.1	-0.3167
18.3	0.1	-0.3167
18.32	0.1	-0.3167
18.35	0.1	-0.3167
18.36	0.1	-0.3167
18.4	0.1	-0.3167
18.44	0.1	-0.3167
18.45	0.1	-0.3167
18.48	0.1	-0.3167
18.5	0.1	-0.3167
18.52	0.1	-0.3167
18.55	0.1	-0.3166
18.56	0.1	-0.3164
18.6	0.1	-0.3159
18.64	0.1	-0.3151
18.65	0.1	-0.3138
18.68	0.1	-0.3123
18.7	0.1	-0.3112
18.72	0.1	-0.3106
18.75	0.1	-0.3103
18.76	0.1	-0.3099
18.8	0.1	-0.3094
18.84	0.1	-0.3093
18.85	0.1	-0.3092
18.88	0.1	-0.3092
18.9	0.1	-0.3092
18.92	0.1	-0.3093
18.95	0.1	-0.3099
18.96	0.1	-0.3099
19.0	0.1	-0.3099
19.04	0.1	-0.3099
19.05	0.1	-0.3099
19.08	0.1	-0.3099
19.1	0.1	-0.3099
19.12	0.1	-0.3099
19.15	0.1	-0.3099
19.16	0.1	-0.3097
19.2	0.1	-0.3094
19.24	0.1	-0.3089
19.25	0.1	-0.3077
19.28	0.1	-0.3063
19.3	0.1	-0.3045
19.32	0.1	-0.303
19.35	0.1	-0.3019
19.36	0.1	-0.3012
19.4	0.1	-0.3005
19.44	0.1	-0.2999
19.45	0.1	-0.2994
19.48	0.1	-0.2991
19.5	0.1	-0.2991
19.52	0.1	-0.2991
19.55	0.1	-0.2992
19.56	0.1	-0.2996
19.6	0.1	-0.2998
19.64	0.1	-0.2998
19.65	0.1	-0.2998
19.68	0.1	-0.2998
19.7	0.1	-0.2998
19.72	0.1	-0.2998
19.75	0.1	-0.2999
19.76	0.1	-0.2999
19.8	0.1	-0.2998
19.84	0.1	-0.2997
19.85	0.1	-0.2992
19.88	0.1	-0.2988
19.9	0.1	-0.2978
19.92	0.1	-0.2965
19.95	0.1	-0.2948
19.96	0.1	-0.2931
20.0	0.1	-0.2922
20.04	0.1	-0.2906
20.05	0.1	-0.2896
20.08	0.1	-0.2893
20.1	0.1	-0.2888
20.12	0.1	-0.2886
20.15	0.1	-0.2886
20.16	0.1	-0.2886
20.2	0.1	-0.2889
20.24	0.1	-0.29
20.25	0.1	-0.29
20.28	0.1	-0.29
20.3	0.1	-0.29
20.32	0.1	-0.29
20.35	0.1	-0.29
20.36	0.1	-0.29
20.4	0.1	-0.29
20.44	0.1	-0.29
20.45	0.1	-0.2899
20.48	0.1	-0.2898
20.5	0.1	-0.2895
20.52	0.1	-0.2889
20.55	0.1	-0.2884
20.56	0.1	-0.2875
20.6	0.1	-0.2861
20.64	0.1	-0.2848
20.65	0.1	-0.2834
20.68	0.1	-0.2826
20.7	0.1	-0.2822
20.72	0.1	-0.2819
20.75	0.1	-0.2816
20.76	0.1	-0.2816
20.8	0.1	-0.2816
20.84	0.1	-0.2823
20.85	0.1	-0.2829
20.88	0.1	-0.2829
20.9	0.1	-0.2829
20.92	0.1	-0.2829
20.95	0.1	-0.2829
20.96	0.1	-0.2829
21.0	0.1	-0.2829
21.04	0.1	-0.2829
21.05	0.1	-0.2826
21.08	0.1	-0.2824
21.1	0.1	-0.282
21.12	0.1	-0.2815
21.15	0.1	-0.2807
21.16	0.1	-0.2794
21.2	0.1	-0.2782
21.24	0.1	-0.2764
21.25	0.1	-0.2745
21.28	0.1	-0.2726
21.3	0.1	-0.2716
21.32	0.1	-0.2703
21.35	0.1	-0.2693
21.36	0.1	-0.2685
