Time (s)	Light Intensity (% of scale max)	Position (m)
8.65	1.4	0.0
8.68	1.4	0.0
8.7	1.4	0.0
8.72	1.4	0.0
8.75	1.4	0.0
8.76	1.4	0.0
8.8	1.4	0.0
8.84	1.3	0.0
8.85	1.3	0.0
8.88	1.4	0.0
8.9	1.4	0.0
8.92	1.3	0.0
8.95	1.3	0.0
8.96	1.3	0.0
9.0	1.4	0.0
9.04	1.3	0.0
9.05	1.3	0.0
9.08	1.3	0.0
9.1	1.3	0.0
9.12	1.3	0.0
9.15	1.3	0.0
9.16	1.3	0.0
9.2	1.3	0.0
9.24	1.3	0.0
9.25	1.3	0.0
9.28	1.4	0.0
9.3	1.3	0.0
9.32	1.3	0.0
9.35	1.3	0.0
9.36	1.4	0.0
9.4	1.4	0.0
9.44	1.4	0.0
9.45	1.4	0.0
9.48	1.4	0.0
9.5	1.4	0.0
9.52	1.4	0.0
9.55	1.4	0.0
9.56	1.4	0.0
9.6	1.4	0.0
9.64	1.4	0.0
9.65	1.4	0.0
9.68	1.4	0.0
9.7	1.4	0.0
9.72	1.4	0.0
9.75	1.4	0.0
9.76	1.5	0.0
9.8	1.5	0.0
9.84	1.4	0.0
9.85	1.4	0.0
9.88	1.4	0.0
9.9	1.5	0.0
9.92	1.5	0.0
9.95	1.5	0.0
9.96	1.5	0.0
10.0	1.5	0.0
10.04	1.5	0.0
10.05	1.5	0.0
10.08	1.5	0.0
10.1	1.5	0.0
10.12	1.5	0.0
10.15	1.5	0.0
10.16	1.5	0.0
10.2	1.5	0.0
10.24	1.5	0.0
10.25	1.5	0.0
10.28	1.5	0.0
10.3	1.5	0.0
10.32	1.5	0.0
10.35	1.5	0.0
10.36	1.5	0.0
10.4	1.5	0.0
10.44	1.5	0.0
10.45	1.5	0.0
10.48	1.5	0.0
10.5	1.5	0.0
10.52	1.6	0.0
10.55	1.5	0.0
10.56	1.5	0.0
10.6	1.5	0.0
10.64	1.5	0.0
10.65	1.6	0.0
10.68	1.6	0.0
10.7	1.6	0.0
10.72	1.6	0.0
10.75	1.6	0.0
10.76	1.6	0.0
10.8	1.6	0.0
10.84	1.6	0.0
10.85	1.6	0.0
10.88	1.6	0.0
10.9	1.6	0.0
10.92	1.6	0.0
10.95	1.6	0.0
10.96	1.6	0.0
11.0	1.6	0.0
11.04	1.6	0.0
11.05	1.6	0.0
11.08	1.6	0.0
11.1	1.6	0.0
11.12	1.6	0.0
11.15	1.6	0.0
11.16	1.6	0.0
11.2	1.6	0.0
11.24	1.6	0.0
11.25	1.6	0.0
11.28	1.6	0.0
11.3	1.6	0.0
11.32	1.6	0.0
11.35	1.7	0.0
11.36	1.7	0.0
11.4	1.7	0.0
11.44	1.7	0.0
11.45	1.6	0.0
11.48	1.6	0.0
11.5	1.6	0.0
11.52	1.7	0.0
11.55	1.7	0.0
11.56	1.6	0.0
11.6	1.6	0.0
11.64	1.6	0.0
11.65	1.6	0.0
11.68	1.6	0.0
11.7	1.6	0.0
11.72	1.6	0.0
11.75	1.6	0.0
11.76	1.6	0.0
11.8	1.6	0.0
11.84	1.6	0.0
11.85	1.6	0.0
11.88	1.6	0.0
11.9	1.6	0.0
11.92	1.6	0.0
11.95	1.6	0.0
11.96	1.6	0.0
12.0	1.6	0.0
12.04	1.6	0.0
12.05	1.6	0.0
12.08	1.6	0.0
12.1	1.6	0.0
12.12	1.6	0.0
12.15	1.6	0.0
12.16	1.6	0.0
12.2	1.6	0.0
12.24	1.6	0.0
12.25	1.6	0.0
12.28	1.6	0.0
12.3	1.6	0.0
12.32	1.6	0.0
12.35	1.6	0.0
12.36	1.6	0.0
12.4	1.6	0.0
12.44	1.6	0.0
12.45	1.6	0.0
12.48	1.6	0.0
12.5	1.6	0.0
12.52	1.6	0.0
12.55	1.6	0.0
12.56	1.6	0.0
12.6	1.6	0.0
12.64	1.6	0.0
12.65	1.6	0.0
12.68	1.6	0.0
12.7	1.6	0.0
12.72	1.6	0.0
12.75	1.6	0.0
12.76	1.6	0.0
12.8	1.6	0.0
12.84	1.6	0.0
12.85	1.6	0.0
12.88	1.5	0.0
12.9	1.6	0.0
12.92	1.6	0.0
12.95	1.6	0.0
12.96	1.6	0.0
13.0	1.5	0.0
13.04	1.5	0.0
13.05	1.6	0.0
13.08	1.5	0.0
13.1	1.5	0.0
13.12	1.5	0.0
13.15	1.5	0.0
13.16	1.6	0.0
13.2	1.6	0.0
13.24	1.5	0.0
13.25	1.5	0.0
13.28	1.5	0.0
13.3	1.6	0.0
13.32	1.6	0.0
13.35	1.5	0.0
13.36	1.5	0.0
13.4	1.5	0.0
13.44	1.6	0.0
13.45	1.6	0.0
13.48	1.6	0.0
13.5	1.5	0.0
13.52	1.5	0.0
13.55	1.6	0.0
13.56	1.6	0.0
13.6	1.6	0.0
13.64	1.6	0.0
13.65	1.6	0.0
13.68	1.6	0.0
13.7	1.6	0.0
13.72	1.6	0.0
13.75	1.6	0.0
13.76	1.5	0.0
13.8	1.6	0.0
13.84	1.6	0.0
13.85	1.6	0.0
13.88	1.6	0.0
13.9	1.6	0.0
13.92	1.6	0.0
13.95	1.6	0.0
13.96	1.6	0.0
14.0	1.6	0.0
14.04	1.6	0.0
14.05	1.6	0.0
14.08	1.6	0.0
14.1	1.6	0.0
14.12	1.6	0.0
14.15	1.6	0.0
14.16	1.6	0.0
14.2	1.6	0.0
14.24	1.6	0.0
14.25	1.6	0.0
14.28	1.6	0.0
14.3	1.6	0.0
14.32	1.6	0.0
14.35	1.6	0.0
14.36	1.6	0.0
14.4	1.6	0.0
14.44	1.6	0.0
14.45	1.6	0.0
14.48	1.6	0.0
14.5	1.6	0.0
14.52	1.6	0.0
14.55	1.6	0.0
14.56	1.6	0.0
14.6	1.6	0.0
14.64	1.6	0.0
14.65	1.6	0.0
14.68	1.6	0.0
14.7	1.6	0.0
14.72	1.6	0.0
14.75	1.6	0.0
14.76	1.6	0.0
14.8	1.6	0.0
14.84	1.6	0.0
14.85	1.6	0.0
14.88	1.6	0.0
14.9	1.6	0.0
14.92	1.6	0.0
14.95	1.6	0.0
14.96	1.6	0.0
15.0	1.6	0.0
15.04	1.6	0.0
15.05	1.6	0.0
15.08	1.6	0.0
15.1	1.6	0.0
15.12	1.6	0.0
15.15	1.6	0.0
15.16	1.6	0.0
15.2	1.6	0.0
15.24	1.6	0.0
15.25	1.6	0.0
15.28	1.6	0.0
15.3	1.6	0.0
15.32	1.6	0.0
15.35	1.6	0.0
15.36	1.6	0.0
15.4	1.6	0.0
15.44	1.6	0.0
15.45	1.6	0.0
15.48	1.6	0.0
15.5	1.6	0.0
15.52	1.6	0.0
15.55	1.6	0.0
15.56	1.6	0.0
15.6	1.6	0.0
15.64	1.6	0.0
15.65	1.6	0.0
15.68	1.6	0.0
15.7	1.6	0.0
15.72	1.6	0.0
15.75	1.6	0.0
15.76	1.6	0.0
15.8	1.6	0.0
15.84	1.6	0.0
15.85	1.6	0.0
15.88	1.6	0.0
15.9	1.6	0.0
15.92	1.6	0.0
15.95	1.7	0.0
15.96	1.7	0.0
16.0	1.6	0.0
16.04	1.6	0.0
16.05	1.6	0.0
16.08	1.7	0.0
16.1	1.6	0.0
16.12	1.6	0.0
16.15	1.6	0.0
16.16	1.6	0.0
16.2	1.6	0.0
16.24	1.6	0.0
16.25	1.6	0.0
16.28	1.6	0.0
16.3	1.6	0.0
16.32	1.6	0.0
16.35	1.7	0.0
16.36	1.6	0.0
16.4	1.6	0.0
16.44	1.6	0.0
16.45	1.7	0.0
16.48	1.7	0.0
16.5	1.7	0.0
16.52	1.6	0.0
16.55	1.6	0.0
16.56	1.6	0.0
16.6	1.7	0.0
16.64	1.6	0.0
16.65	1.6	0.0
16.68	1.6	0.0
16.7	1.6	0.0
16.72	1.7	0.0
16.75	1.6	0.0
16.76	1.6	0.0
16.8	1.6	0.0
16.84	1.6	0.0
16.85	1.6	0.0
16.88	1.6	0.0
16.9	1.6	0.0
16.92	1.6	0.0
16.95	1.6	0.0
16.96	1.7	0.0
17.0	1.6	0.0
17.04	1.6	0.0
17.05	1.6	0.0
17.08	1.6	0.0
17.1	1.7	0.0
17.12	1.7	0.0
17.15	1.6	0.0
17.16	1.7	0.0
17.2	1.7	0.0
17.24	1.7	0.0
17.25	1.7	0.0
17.28	1.7	0.0
17.3	1.7	0.0
17.32	1.7	0.0
17.35	1.7	0.0
17.36	1.7	0.0
17.4	1.7	0.0
17.44	1.7	0.0
17.45	1.7	0.0
17.48	1.7	0.0
17.5	1.7	0.0
17.52	1.7	0.0
17.55	1.7	0.0
17.56	1.6	0.0
17.6	1.7	0.0
17.64	1.7	0.0
17.65	1.6	0.0
17.68	1.6	0.0
17.7	1.6	0.0
17.72	1.6	0.0
17.75	1.7	0.0
17.76	1.7	0.0
17.8	1.7	0.0
17.84	1.7	0.0
17.85	1.7	0.0
17.88	1.7	0.0
17.9	1.7	0.0
17.92	1.7	0.0
17.95	1.7	0.0
17.96	1.7	0.0
18.0	1.7	0.0
18.04	1.7	0.0
18.05	1.7	0.0
18.08	1.7	0.0
18.1	1.7	0.0
18.12	1.7	0.0
18.15	1.7	0.0
18.16	1.7	0.0
18.2	1.7	0.0
18.24	1.7	0.0
18.25	1.8	0.0
18.28	1.8	0.0
18.3	1.8	0.0
18.32	1.7	0.0
18.35	1.7	0.0
18.36	1.7	0.0
18.4	1.8	0.0
18.44	1.8	0.0
18.45	1.7	0.0
18.48	1.7	0.0
18.5	1.7	0.0
18.52	1.8	0.0
18.55	1.7	0.0
18.56	1.7	0.0
18.6	1.7	0.0
18.64	1.7	0.0
18.65	1.7	0.0
18.68	1.7	0.0
18.7	1.7	0.0
18.72	1.7	0.0
18.75	1.7	0.0
18.76	1.7	0.0
