"Time (s) Florinda 0.02 1.5";"Light Intensity (% of scale max) Florinda 0.02 1.5";"Angle (rad) Florinda 0.02 1.5";"Time (s) Arianna 0.02 1.5";"Light Intensity (% of scale max) Arianna 0.02 1.5";"Angle (rad) Arianna 0.02 1.5";"Time (s) Antonio 0.02 1.5";"Light Intensity (% of scale max) Antonio 0.02 1.5";"Angle (rad) Antonio 0.02 1.5";"Time (s) Florinda 0.04 1.5";"Light Intensity (% of scale max) Florinda 0.04 1.5";"Angle (rad) Florinda 0.04 1.5";"Time (s) Matteo 0.04 1.5";"Light Intensity (% of scale max) Matteo 0.04 1.5";"Angle (rad) Matteo 0.04 1.5";"Time (s) Antonio 0.04 1.5";"Light Intensity (% of scale max) Antonio 0.04 1.5";"Angle (rad) Antonio 0.04 1.5";"Time (s) Arianna 0.08 1.5";"Light Intensity (% of scale max) Arianna 0.08 1.5";"Angle (rad) Arianna 0.08 1.5";"Time (s) Florinda 0.08 1.5";"Light Intensity (% of scale max) Florinda 0.08 1.5";"Angle (rad) Florinda 0.08 1.5";"Time (s) Matteo 0.08 1.5";"Light Intensity (% of scale max) Matteo 0.08 1.5";"Angle (rad) Matteo 0.08 1.5";"Time (s) Florinda 0.02 1.0 candela";"Light Intensity (% of scale max) Florinda 0.02 1.0 candela";"Angle (rad) Florinda 0.02 1.0 candela";"Time (s) Antonio 0.04 1.0 candela";"Light Intensity (% of scale max) Antonio 0.04 1.0 candela";"Angle (rad) Antonio 0.04 1.0 candela";"Time (s) Matteo 0.04 1.0";"Light Intensity (% of scale max) Matteo 0.04 1.0";"Angle (rad) Matteo 0.04 1.0";"Time (s) Arianna 0.08 1.0";"Light Intensity (% of scale max) Arianna 0.08 1.0";"Angle (rad) Arianna 0.08 1.0";"Time (s) Antonio 0.08 0.5";"Light Intensity (% of scale max) Antonio 0.08 0.5";"Angle (rad) Antonio 0.08 0.5";"Time (s) Florinda 0.04 0.5";"Light Intensity (% of scale max) Florinda 0.04 0.5";"Angle (rad) Florinda 0.04 0.5";"Time (s) Laser rumore costante sole";"Light Intensity (% of scale max) Laser rumore costante sole";"Angle (rad) Laser rumore costante sole";"Time (s) Corrente di buio t candela";"Light Intensity (% of scale max) Corrente di buio t candela";"Angle (rad) Corrente di buio t candela";"Time (s) Corrente di buio t lampadina";"Light Intensity (% of scale max) Corrente di buio t lampadina";"Angle (rad) Corrente di buio t lampadina";"Time (s) Rumore t lampadina";"Light Intensity (% of scale max) Rumore t lampadina";"Angle (rad) Rumore t lampadina";"Time (s) Rumore t candela";"Light Intensity (% of scale max) Rumore t candela";"Angle (rad) Rumore t candela";"Time (s) Rumore s lampadina";"Light Intensity (% of scale max) Rumore s lampadina";"Angle (rad) Rumore s lampadina";"Time (s) VAntonio 0.02 1.5";"Light Intensity (% of scale max) VAntonio 0.02 1.5";"Angle (rad) VAntonio 0.02 1.5"
70,100;1,00490;-8,27732;;;;70,100;0,05571;-4,24587;70,100;0,05505;-10,18191;70,100;0,07745;-5,14436;70,100;0,04442;-12,84205;70,100;0,12494;-10,42303;70,100;0,05449;-3,83589;70,100;9,16824;-8,07783;70,100;34,03436;-6,64997;70,100;1,61920;-10,20547;70,100;0,25740;-6,86203;70,100;0,12154;-9,84733;70,100;0,03992;-10,41753;70,100;0,02788;-10,19997;70,100;32,47081;0,00000;;;;70,100;0,03200;0,00000;70,100;0,06189;-0,00157;;;;70,100;0,09294;-6,74893;70,100;0,08942;-11,81083
70,150;1,00070;-8,25493;;;;70,150;0,05565;-4,24155;70,150;0,05519;-10,20665;70,150;0,07718;-5,14436;70,150;0,04466;-12,85030;70,150;0,12148;-10,41753;70,150;0,05438;-3,83824;70,150;9,03909;-8,08254;70,150;35,53879;-6,67589;70,150;1,56938;-10,22039;70,150;0,26849;-6,86910;70,150;0,12135;-9,84733;70,150;0,04094;-10,42499;70,150;0,02818;-10,20586;70,150;32,47223;0,00000;;;;70,150;0,03174;0,00000;70,150;0,06194;-0,00157;;;;70,150;0,09305;-6,82943;70,150;0,08913;-11,81593
70,200;0,99510;-8,21841;;;;70,200;0,05563;-4,24115;70,200;0,05460;-10,23217;70,200;0,07718;-5,14436;70,200;0,04521;-12,86326;70,200;0,11630;-10,40810;70,200;0,05426;-3,83903;70,200;9,09135;-8,08332;70,200;38,24065;-6,69474;70,200;1,64540;-10,24631;70,200;0,27754;-6,87852;70,200;0,12178;-9,84733;70,200;0,04079;-10,42538;70,200;0,02788;-10,21018;70,200;32,46823;0,00000;;;;70,200;0,03192;0,00000;70,200;0,06207;-0,00157;;;;70,200;0,09245;-6,89894;70,200;0,08839;-11,81868
70,250;0,99240;-8,18700;;;;70,250;0,05598;-4,24587;70,250;0,05328;-10,24435;70,250;0,07715;-5,14436;70,250;0,04599;-12,87386;70,250;0,10478;-10,38336;70,250;0,05455;-3,84453;70,250;9,08188;-8,08332;70,250;39,61641;-6,71241;70,250;1,91869;-10,27655;70,250;0,30469;-6,88677;70,250;0,12157;-9,84694;70,250;0,04236;-10,43206;70,250;0,02795;-10,21843;70,250;32,46402;0,00000;;;;70,250;0,03200;0,00000;70,250;0,06258;-0,00157;;;;70,250;0,09270;-6,94921;70,250;0,08827;-11,81868
70,300;0,99280;-8,15087;;;;70,300;0,05548;-4,25529;70,300;0,05200;-10,24945;70,300;0,07751;-5,14515;70,300;0,04628;-12,88525;70,300;0,08461;-10,36255;70,300;0,05441;-3,85788;70,300;9,00856;-8,08489;70,300;40,64259;-6,71987;70,300;2,04846;-10,29422;70,300;0,31708;-6,89423;70,300;0,12204;-9,84576;70,300;0,04399;-10,44266;70,300;0,02800;-10,22903;70,300;32,47177;0,00000;;;;70,300;0,03206;0,00000;70,300;0,06290;-0,00157;;;;70,300;0,09250;-6,97670;70,300;0,08829;-11,81868
70,350;0,99576;-8,10414;;;;70,350;0,05508;-4,26472;70,350;0,05119;-10,26045;70,350;0,07715;-5,14593;70,350;0,04687;-12,89428;70,350;0,07635;-10,34292;70,350;0,05428;-3,87123;70,350;8,80287;-8,08764;70,350;40,73207;-6,72144;70,350;2,05635;-10,31071;70,350;0,32257;-6,89698;70,350;0,12215;-9,84340;70,350;0,04695;-10,45916;70,350;0,02782;-10,23964;70,350;32,46440;0,00000;;;;70,350;0,03197;0,00000;70,350;0,06270;-0,00157;;;;70,350;0,09247;-6,99241;70,350;0,08813;-11,81632
70,400;0,99849;-8,05662;;;;70,400;0,05501;-4,26472;70,400;0,04977;-10,27773;70,400;0,07710;-5,14593;70,400;0,04813;-12,92138;70,400;0,06934;-10,32485;70,400;0,05469;-3,88144;70,400;8,79932;-8,08961;70,400;41,21829;-6,71987;70,400;2,05135;-10,32485;70,400;0,33008;-6,89894;70,400;0,12193;-9,84262;70,400;0,05013;-10,47879;70,400;0,02766;-10,24788;70,400;32,46745;0,00000;;;;70,400;0,03207;0,00000;70,400;0,06314;-0,00157;;;;70,400;0,09276;-6,99633;70,400;0,08142;-11,79669
70,450;1,00186;-8,01617;;;;70,450;0,05521;-4,26472;70,450;0,04947;-10,28755;70,450;0,07700;-5,14279;70,450;0,05048;-12,95515;70,450;0,06314;-10,30640;70,450;0,05469;-3,88812;70,450;8,76981;-8,09157;70,450;41,59396;-6,71791;70,450;2,24854;-10,33703;70,450;0,34550;-6,90601;70,450;0,12097;-9,83241;70,450;0,05519;-10,49685;70,450;0,02769;-10,25770;70,450;32,47188;0,00000;;;;70,450;0,03218;0,00000;70,450;0,06306;-0,00157;;;;70,450;0,09209;-6,98769;70,450;0,08095;-11,79198
70,500;1,00514;-7,97572;;;;70,500;0,05540;-4,26472;70,500;0,04823;-10,30679;70,500;0,08098;-5,13729;70,500;0,05058;-12,96222;70,500;0,05161;-10,28558;70,500;0,05429;-3,89715;70,500;8,58282;-8,09432;70,500;42,09145;-6,71594;70,500;2,49747;-10,35077;70,500;0,37230;-6,91779;70,500;0,11703;-9,81906;70,500;0,05740;-10,51178;70,500;0,02754;-10,26909;70,500;32,45883;0,00000;;;;70,500;0,03226;0,00000;70,500;0,06299;-0,00157;;;;70,500;0,09219;-6,97984;70,500;0,08067;-11,79198
70,550;1,00488;-7,94588;;;;70,550;0,05544;-4,26472;70,550;0,04793;-10,33310;70,550;0,08101;-5,13651;70,550;0,05061;-12,96222;70,550;0,04652;-10,26123;70,550;0,05354;-3,90500;70,550;8,45673;-8,09942;70,550;42,04259;-6,71516;70,550;2,47884;-10,36805;70,550;0,39622;-6,92840;70,550;0,11377;-9,80217;70,550;0,05820;-10,51963;70,550;0,02780;-10,28519;70,550;32,47131;0,00000;;;;70,550;0,03226;0,00000;70,550;0,06285;-0,00157;;;;70,550;0,09268;-6,97905;70,550;0,08037;-11,79198
70,600;1,00435;-7,93724;;;;70,600;0,05528;-4,26472;70,600;0,04784;-10,35627;70,600;0,08090;-5,13651;70,600;0,05052;-12,96222;70,600;0,04314;-10,23689;70,600;0,05359;-3,91286;70,600;8,01791;-8,10532;70,600;42,10402;-6,71516;70,600;2,43918;-10,37669;70,600;0,42163;-6,93350;70,600;0,11105;-9,78607;70,600;0,05939;-10,53063;70,600;0,02768;-10,29815;70,600;32,46477;0,00000;;;;70,600;0,03215;0,00000;70,600;0,06291;-0,00157;;;;70,600;0,09247;-6,97905;70,600;0,08046;-11,79198
70,650;1,00542;-7,93017;;;;70,650;0,05525;-4,26393;70,650;0,04787;-10,36098;70,650;0,08070;-5,13651;70,650;0,05080;-12,95437;70,650;0,04140;-10,21804;70,650;0,05322;-3,92071;70,650;7,96771;-8,10728;70,650;42,06683;-6,71516;70,650;2,52490;-10,39161;70,650;0,42516;-6,93586;70,650;0,10944;-9,77821;70,650;0,05972;-10,53220;70,650;0,02791;-10,31229;70,650;32,46722;0,00000;;;;70,650;0,03239;0,00000;70,650;0,06284;-0,00157;;;;70,650;0,09238;-6,97905;70,650;0,08022;-11,79198
70,700;1,00575;-7,92781;;;;70,700;0,05531;-4,26000;70,700;0,04849;-10,37198;70,700;0,08113;-5,13651;70,700;0,05081;-12,94965;70,700;0,04201;-10,20312;70,700;0,05289;-3,92856;70,700;7,92050;-8,10924;70,700;42,01994;-6,71516;70,700;2,91618;-10,40418;70,700;0,43309;-6,94292;70,700;0,10522;-9,76958;70,700;0,05994;-10,52984;70,700;0,02812;-10,33428;70,700;32,46967;0,00000;;;;70,700;0,03232;0,00000;70,700;0,06270;-0,00157;;;;70,700;0,09235;-6,97905;70,700;0,08014;-11,79198
70,750;1,00581;-7,93842;;;;70,750;0,05524;-4,25725;70,750;0,04904;-10,38886;70,750;0,08102;-5,13769;70,750;0,05109;-12,94965;70,750;0,04263;-10,19408;70,750;0,05205;-3,93877;70,750;7,82933;-8,11121;70,750;42,07983;-6,71516;70,750;2,81502;-10,40850;70,750;0,47920;-6,95471;70,750;0,10280;-9,75976;70,750;0,06061;-10,51335;70,750;0,02835;-10,35038;70,750;32,46127;0,00000;;;;70,750;0,03249;0,00000;70,750;0,06277;-0,00157;;;;70,750;0,09210;-6,97905;70,750;0,08009;-11,79198
70,800;1,00354;-7,94195;;;;70,800;0,05560;-4,25529;70,800;0,05048;-10,41596;70,800;0,08069;-5,13965;70,800;0,05092;-12,94965;70,800;0,04301;-10,19290;70,800;0,05164;-3,94898;70,800;7,83463;-8,11160;70,800;42,02458;-6,71516;70,800;2,83716;-10,41753;70,800;0,51030;-6,96963;70,800;0,10168;-9,75465;70,800;0,06270;-10,50078;70,800;0,02899;-10,36412;70,800;32,46512;0,00000;;;;70,800;0,03275;0,00000;70,800;0,06259;-0,00157;;;;70,800;0,09203;-6,97905;70,800;0,08008;-11,79198
70,850;1,00342;-7,94195;;;;70,850;0,05574;-4,24272;70,850;0,05219;-10,42931;70,850;0,08011;-5,14593;70,850;0,05099;-12,94965;70,850;0,04274;-10,19290;70,850;0,05104;-3,95880;70,850;7,80794;-8,11395;70,850;42,09114;-6,71516;70,850;2,95259;-10,41399;70,850;0,53905;-6,98219;70,850;0,10004;-9,74680;70,850;0,06175;-10,50078;70,850;0,02933;-10,37944;70,850;32,46306;0,00000;;;;70,850;0,03261;0,00000;70,850;0,06230;-0,00157;;;;70,850;0,09242;-6,99123;70,850;0,08034;-11,79276
70,900;1,00317;-7,94195;;;;70,900;0,05635;-4,22387;70,900;0,05278;-10,43324;70,900;0,07889;-5,16086;70,900;0,05099;-12,94965;70,900;0,04349;-10,19448;70,900;0,05043;-3,96783;70,900;7,53822;-8,11867;70,900;42,08104;-6,71516;70,900;3,43558;-10,39632;70,900;0,56520;-6,98848;70,900;0,09727;-9,74209;70,900;0,06178;-10,50078;70,900;0,02982;-10,39475;70,900;32,45938;0,00000;;;;70,900;0,03279;0,00000;70,900;0,06207;-0,00157;;;;70,900;0,09285;-7,04031;70,900;0,08125;-11,80140
70,950;1,00381;-7,94077;;;;70,950;0,05722;-4,19913;70,950;0,05373;-10,44188;70,950;0,07829;-5,16989;70,950;0,05128;-12,94965;70,950;0,04282;-10,19605;70,950;0,04926;-3,97687;70,950;7,17540;-8,12691;70,950;42,05878;-6,71516;70,950;3,53410;-10,38925;70,950;0,57405;-6,99358;70,950;0,09735;-9,74209;70,950;0,06148;-10,50078;70,950;0,03033;-10,41360;70,950;32,46278;0,00000;;;;70,950;0,03290;0,00000;70,950;0,06215;-0,00157;;;;70,950;0,09326;-7,14948;70,950;0,08571;-11,81593
71,000;1,00455;-7,93881;;;;71,000;0,05977;-4,16575;71,000;0,05702;-10,45994;71,000;0,07924;-5,17735;71,000;0,05122;-12,94965;71,000;0,04309;-10,19605;71,000;0,04871;-3,98825;71,000;6,76147;-8,13359;71,000;42,01509;-6,71516;71,000;3,35184;-10,38925;71,000;0,58798;-7,00104;71,000;0,09706;-9,74523;71,000;0,06129;-10,50078;71,000;0,03239;-10,43324;71,000;32,46594;0,00000;;;;71,000;0,03275;0,00000;71,000;0,06212;-0,00157;;;;71,000;0,09322;-7,24766;71,000;0,08646;-11,82496
71,050;1,00529;-7,92978;;;;71,050;0,06090;-4,13355;71,050;0,06099;-10,48664;71,050;0,07889;-5,18285;71,050;0,05124;-12,94965;71,050;0,04324;-10,19605;71,050;0,04834;-3,99611;71,050;6,72636;-8,13555;71,050;41,98792;-6,71516;71,050;3,29723;-10,38925;71,050;0,62875;-7,01047;71,050;0,09738;-9,74523;71,050;0,06079;-10,50274;71,050;0,03410;-10,45680;71,050;32,45595;0,00000;;;;71,050;0,03262;0,00000;71,050;0,06215;-0,00157;;;;71,050;0,09314;-7,28732;71,050;0,08421;-11,83989
71,100;1,02145;-7,88619;;;;71,100;0,06195;-4,10685;71,100;0,07253;-10,50942;71,100;0,07706;-5,19934;71,100;0,05124;-12,94965;71,100;0,04263;-10,19605;71,100;0,04782;-4,00318;71,100;6,69662;-8,13830;71,100;42,04582;-6,71516;71,100;3,41878;-10,38925;71,100;0,64139;-7,01754;71,100;0,09732;-9,74523;71,100;0,06061;-10,50471;71,100;0,03705;-10,48743;71,100;32,46397;0,00000;;;;71,100;0,03256;0,00000;71,100;0,06224;-0,00157;;;;71,100;0,09273;-7,34191;71,100;0,07945;-11,86502
71,150;1,03058;-7,81904;;;;71,150;0,06192;-4,07543;71,150;0,07323;-10,51453;71,150;0,07652;-5,21348;71,150;0,05107;-12,95201;71,150;0,04276;-10,19605;71,150;0,04651;-4,01260;71,150;6,48264;-8,14223;71,150;41,98134;-6,71634;71,150;3,43436;-10,38925;71,150;0,64948;-7,02343;71,150;0,09727;-9,74523;71,150;0,06108;-10,51138;71,150;0,03946;-10,50746;71,150;32,45782;0,00000;;;;71,150;0,03276;0,00000;71,150;0,06239;-0,00157;;;;71,150;0,09262;-7,38707;71,150;0,06989;-11,88780
71,200;1,02364;-7,78016;;;;71,200;0,05959;-4,04795;71,200;0,07304;-10,51335;71,200;0,07675;-5,21819;71,200;0,05124;-12,96222;71,200;0,04262;-10,19605;71,200;0,04555;-4,02910;71,200;6,26425;-8,14930;71,200;41,92291;-6,71673;71,200;3,35809;-10,38925;71,200;0,65849;-7,02618;71,200;0,09744;-9,74523;71,200;0,06085;-10,52277;71,200;0,04214;-10,52277;71,200;32,46046;0,00000;;;;71,200;0,03296;0,00000;71,200;0,06226;-0,00157;;;;71,200;0,09238;-7,42830;71,200;0,06540;-11,91293
71,250;1,00467;-7,74050;;;;71,250;0,05827;-4,02752;71,250;0,07378;-10,50864;71,250;0,07693;-5,22408;71,250;0,05119;-12,98343;71,250;0,04285;-10,19605;71,250;0,04512;-4,04912;71,250;5,85896;-8,15637;71,250;41,73743;-6,72380;71,250;3,26924;-10,39240;71,250;0,66812;-7,02893;71,250;0,09714;-9,74483;71,250;0,06107;-10,53495;71,250;0,04333;-10,53730;71,250;32,46681;0,00000;;;;71,250;0,03253;0,00000;71,250;0,06224;-0,00157;;;;71,250;0,09242;-7,47268;71,250;0,06361;-11,92589
71,300;1,00438;-7,69534;;;;71,300;0,05574;-3,99532;71,300;0,07390;-10,50392;71,300;0,07535;-5,24175;71,300;0,05229;-13,02034;71,300;0,04274;-10,19526;71,300;0,04428;-4,06915;71,300;5,78490;-8,15951;71,300;42,12953;-6,73872;71,300;3,46875;-10,39240;71,300;0,67732;-7,03403;71,300;0,09731;-9,74366;71,300;0,06090;-10,55262;71,300;0,04428;-10,54712;71,300;32,45634;0,00000;;;;71,300;0,03281;0,00000;71,300;0,06224;-0,00157;;;;71,300;0,09248;-7,51862;71,300;0,06232;-11,93806
71,350;0,99829;-7,65371;;;;71,350;0,05161;-3,95134;71,350;0,07375;-10,50392;71,350;0,07393;-5,25235;71,350;0,05368;-13,07610;71,350;0,04280;-10,19330;71,350;0,04419;-4,07740;71,350;5,71266;-8,16265;71,350;43,55301;-6,75600;71,350;3,50533;-10,40300;71,350;0,68596;-7,03796;71,350;0,09709;-9,74248;71,350;0,06050;-10,57854;71,350;0,04523;-10,55812;71,350;32,46466;0,00000;;;;71,350;0,03287;0,00000;71,350;0,06183;-0,00157;;;;71,350;0,09222;-7,55514;71,350;0,06030;-11,94788
71,400;0,98524;-7,59638;;;;71,400;0,04829;-3,91600;71,400;0,07391;-10,50392;71,400;0,07268;-5,26531;71,400;0,05650;-13,12244;71,400;0,04303;-10,19290;71,400;0,04382;-4,07465;71,400;5,57112;-8,16658;71,400;46,05983;-6,77485;71,400;3,06911;-10,42067;71,400;0,71170;-7,04346;71,400;0,09677;-9,73737;71,400;0,05870;-10,60445;71,400;0,04572;-10,56833;71,400;32,46167;0,00000;;;;71,400;0,03307;0,00000;71,400;0,06177;-0,00157;;;;71,400;0,09236;-7,55868;71,400;0,05916;-11,96634
71,450;0,98021;-7,55868;;;;71,450;0,04741;-3,88223;71,450;0,07365;-10,50392;71,450;0,07251;-5,26531;71,450;0,05846;-13,14836;71,450;0,04286;-10,19094;71,450;0,04359;-4,06365;71,450;5,43201;-8,17129;71,450;46,79855;-6,78545;71,450;2,95825;-10,43716;71,450;0,72305;-7,04738;71,450;0,08430;-9,71067;71,450;0,05467;-10,62095;71,450;0,04668;-10,58246;71,450;32,45963;0,00000;;;;71,450;0,03320;0,00000;71,450;0,06186;-0,00157;;;;71,450;0,09215;-7,55397;71,450;0,05859;-11,97262
71,500;0,97752;-7,54925;;;;71,500;0,04756;-3,85552;71,500;0,07390;-10,50392;71,500;0,07257;-5,26531;71,500;0,06120;-13,17349;71,500;0,04572;-10,18112;71,500;0,04401;-4,06365;71,500;5,01807;-8,17836;71,500;48,89481;-6,80312;71,500;3,08430;-10,44973;71,500;0,73363;-7,05210;71,500;0,07831;-9,69025;71,500;0,05310;-10,63587;71,500;0,04646;-10,59896;71,500;32,45923;0,00000;;;;71,500;0,03294;0,00000;71,500;0,06186;-0,00157;;;;71,500;0,09198;-7,54454;71,500;0,05890;-11,98518
71,550;0,97598;-7,55043;;;;71,550;0,04744;-3,83353;71,550;0,07373;-10,50392;71,550;0,07172;-5,26414;71,550;0,06107;-13,21159;71,550;0,05118;-10,15953;71,550;0,04373;-4,06365;71,550;4,82990;-8,18543;71,550;50,06345;-6,82433;71,550;3,56404;-10,46583;71,550;0,75934;-7,05681;71,550;0,07431;-9,67572;71,550;0,05020;-10,65550;71,550;0,04756;-10,61781;71,550;32,45505;0,00000;;;;71,550;0,03304;0,00000;71,550;0,06215;-0,00157;;;;71,550;0,09245;-7,54454;71,550;0,05878;-11,99775
71,600;0,97472;-7,55239;;;;71,600;0,04749;-3,81861;71,600;0,07352;-10,50392;71,600;0,07076;-5,24646;71,600;0,05943;-13,25753;71,600;0,05951;-10,13636;71,600;0,04401;-4,06365;71,600;4,68820;-8,19171;71,600;52,72952;-6,84868;71,600;3,59799;-10,48350;71,600;0,76758;-7,06231;71,600;0,06630;-9,66198;71,600;0,04781;-10,67200;71,600;0,04793;-10,63744;71,600;32,45537;0,00000;;;;71,600;0,03284;0,00000;71,600;0,06213;-0,00157;;;;71,600;0,09264;-7,54454;71,600;0,05911;-11,99932
71,650;0,97400;-7,55711;;;;71,650;0,04764;-3,78955;71,650;0,07362;-10,50392;71,650;0,06978;-5,24489;71,650;0,05833;-13,30191;71,650;0,07112;-10,11397;71,650;0,04370;-4,06365;71,650;4,61217;-8,19367;71,650;53,83916;-6,87185;71,650;3,69269;-10,49568;71,650;0,77499;-7,06702;71,650;0,06151;-9,64587;71,650;0,04387;-10,68378;71,650;0,04774;-10,65040;71,650;32,45404;0,00000;;;;71,650;0,03316;0,00000;71,650;0,06212;-0,00157;;;;71,650;0,09245;-7,54454;71,650;0,05894;-12,00600
71,700;0,97369;-7,55711;;;;71,700;0,04839;-3,77070;71,700;0,07358;-10,50392;71,700;0,06998;-5,24489;71,700;0,05968;-13,34078;71,700;0,09364;-10,09630;71,700;0,04350;-4,06365;71,700;4,57129;-8,19564;71,700;54,87585;-6,89187;71,700;4,00259;-10,51178;71,700;0,81371;-7,07330;71,700;0,05646;-9,62899;71,700;0,04129;-10,70341;71,700;0,04773;-10,66179;71,700;32,45976;0,00000;;;;71,700;0,03329;0,00000;71,700;0,06232;-0,00157;;;;71,700;0,09193;-7,54454;71,700;0,05940;-12,01660
71,750;0,97380;-7,55711;;;;71,750;0,04861;-3,74832;71,750;0,07355;-10,50392;71,750;0,06984;-5,24489;71,750;0,06161;-13,37259;71,750;0,10838;-10,07627;71,750;0,04355;-4,06365;71,750;4,54648;-8,19642;71,750;56,22495;-6,90601;71,750;4,41142;-10,53141;71,750;0,82405;-7,07723;71,750;0,05392;-9,62035;71,750;0,04057;-10,71362;71,750;0,04774;-10,67553;71,750;32,44316;0,00000;;;;71,750;0,03291;0,00000;71,750;0,06244;-0,00157;;;;71,750;0,09221;-7,54454;71,750;0,06090;-12,02838
71,800;0,97330;-7,55711;;;;71,800;0,04910;-3,73221;71,800;0,07373;-10,50549;71,800;0,06934;-5,24489;71,800;0,06354;-13,39576;71,800;0,12532;-10,05467;71,800;0,04370;-4,06365;71,800;4,44498;-8,19956;71,800;56,80536;-6,91779;71,800;4,86256;-10,55576;71,800;0,82767;-7,07958;71,800;0,05339;-9,61956;71,800;0,03809;-10,73640;71,800;0,04727;-10,68928;71,800;32,45847;0,00000;;;;71,800;0,03276;0,00000;71,800;0,06271;-0,00157;;;;71,800;0,09175;-7,54454;71,800;0,06143;-12,03702
71,850;0,97401;-7,55671;;;;71,850;0,04901;-3,71415;71,850;0,07344;-10,51335;71,850;0,06981;-5,24529;71,850;0,06419;-13,41108;71,850;0,16008;-10,03033;71,850;0,04393;-4,06405;71,850;4,32678;-8,20428;71,850;57,50240;-6,92329;71,850;5,06786;-10,57343;71,850;0,82552;-7,08116;71,850;0,05383;-9,62113;71,850;0,03645;-10,74347;71,850;0,04700;-10,70302;71,850;32,44769;0,00000;;;;71,850;0,03302;0,00000;71,850;0,06267;-0,00157;;;;71,850;0,09210;-7,54454;71,850;0,06160;-12,03898
71,900;0,97549;-7,55318;;;;71,900;0,04884;-3,68588;71,900;0,07332;-10,51335;71,900;0,06981;-5,24646;71,900;0,06580;-13,43425;71,900;0,17490;-10,01069;71,900;0,04381;-4,06679;71,900;4,13882;-8,21370;71,900;57,50160;-6,92565;71,900;5,29205;-10,59267;71,900;0,82910;-7,08194;71,900;0,05576;-9,62899;71,900;0,03569;-10,75054;71,900;0,04680;-10,71677;71,900;32,44498;0,00000;;;;71,900;0,03299;0,00000;71,900;0,06277;-0,00157;;;;71,900;0,09265;-7,54454;71,900;0,06168;-12,04330
71,950;0,97401;-7,54493;;;;71,950;0,04837;-3,65407;71,950;0,07344;-10,51335;71,950;0,07037;-5,25118;71,950;0,06534;-13,45152;71,950;0,18341;-9,99695;71,950;0,04379;-4,07190;71,950;3,63315;-8,22430;71,950;57,57787;-6,92565;71,950;6,28448;-10,61074;71,950;0,83665;-7,08626;71,950;0,05579;-9,63213;71,950;0,03540;-10,75054;71,950;0,04669;-10,73287;71,950;32,44347;0,00000;;;;71,950;0,03328;0,00000;71,950;0,06274;-0,00157;;;;71,950;0,09277;-7,54454;71,950;0,06267;-12,05351
72,000;0,96925;-7,51941;;;;72,000;0,04555;-3,62383;72,000;0,07336;-10,51492;72,000;0,06984;-5,25903;72,000;0,06480;-13,46959;72,000;0,18909;-9,98713;72,000;0,04355;-4,07308;72,000;3,54141;-8,22784;72,000;57,63583;-6,92408;72,000;6,61833;-10,63273;72,000;0,86707;-7,09372;72,000;0,05571;-9,63213;72,000;0,03561;-10,75054;72,000;0,04654;-10,75211;72,000;32,44347;0,00000;;;;72,000;0,03331;0,00000;72,000;0,06299;-0,00157;;;;72,000;0,09273;-7,54454;72,000;0,06335;-12,06530
72,050;0,93356;-7,45540;;;;72,050;0,04427;-3,59673;72,050;0,07330;-10,51492;72,050;0,06964;-5,27356;72,050;0,06236;-13,50297;72,050;0,20094;-9,97496;72,050;0,04378;-4,07543;72,050;3,29977;-8,23255;72,050;57,63145;-6,92408;72,050;6,78406;-10,63940;72,050;0,87424;-7,09569;72,050;0,05602;-9,63213;72,050;0,03452;-10,74190;72,050;0,04659;-10,77214;72,050;32,45212;0,00000;;;;72,050;0,03354;0,00000;72,050;0,06281;-0,00157;;;;72,050;0,09261;-7,54454;72,050;0,06349;-12,08297
72,100;0,90773;-7,39453;;;;72,100;0,04282;-3,56728;72,100;0,07307;-10,51492;72,100;0,06876;-5,28888;72,100;0,05807;-13,52692;72,100;0,20491;-9,96435;72,100;0,04381;-4,07936;72,100;3,00972;-8,24119;72,100;57,69615;-6,92408;72,100;7,10912;-10,64058;72,100;0,87537;-7,09686;72,100;0,05585;-9,63134;72,100;0,03246;-10,72226;72,100;0,04707;-10,79295;72,100;32,44553;0,00000;;;;72,100;0,03342;0,00000;72,100;0,06291;-0,00157;;;;72,100;0,09245;-7,54454;72,100;0,06340;-12,09750
72,150;0,89722;-7,37254;;;;72,150;0,04147;-3,54843;72,150;0,07320;-10,51492;72,150;0,06822;-5,29359;72,150;0,05728;-13,54970;72,150;0,20619;-9,96200;72,150;0,04391;-4,08329;72,150;2,86818;-8,24747;72,150;57,65768;-6,92408;72,150;7,12454;-10,64058;72,150;0,88077;-7,09686;72,150;0,05695;-9,63056;72,150;0,03212;-10,71912;72,150;0,04695;-10,81376;72,150;32,44719;0,00000;;;;72,150;0,03348;0,00000;72,150;0,06287;-0,00157;;;;72,150;0,09227;-7,54454;72,150;0,06305;-12,10378
