Time (s) Florinda 0.02 1.5	Light Intensity (% of scale max) Florinda 0.02 1.5	Position (m) Florinda 0.02 1.5	Time (s) Arianna 0.02 1.5	Light Intensity (% of scale max) Arianna 0.02 1.5	Position (m) Arianna 0.02 1.5	Time (s) Antonio 0.02 1.5	Light Intensity (% of scale max) Antonio 0.02 1.5	Position (m) Antonio 0.02 1.5	Time (s) Florinda 0.04 1.5	Light Intensity (% of scale max) Florinda 0.04 1.5	Position (m) Florinda 0.04 1.5	Time (s) Matteo 0.04 1.5	Light Intensity (% of scale max) Matteo 0.04 1.5	Position (m) Matteo 0.04 1.5	Time (s) Antonio 0.04 1.5	Light Intensity (% of scale max) Antonio 0.04 1.5	Position (m) Antonio 0.04 1.5	Time (s) Arianna 0.08 1.5	Light Intensity (% of scale max) Arianna 0.08 1.5	Position (m) Arianna 0.08 1.5	Time (s) Florinda 0.08 1.5	Light Intensity (% of scale max) Florinda 0.08 1.5	Position (m) Florinda 0.08 1.5	Time (s) Matteo 0.08 1.5	Light Intensity (% of scale max) Matteo 0.08 1.5	Position (m) Matteo 0.08 1.5	Time (s) Florinda 0.02 1.0 candela	Light Intensity (% of scale max) Florinda 0.02 1.0 candela	Position (m) Florinda 0.02 1.0 candela	Time (s) Antonio 0.04 1.0 candela	Light Intensity (% of scale max) Antonio 0.04 1.0 candela	Position (m) Antonio 0.04 1.0 candela	Time (s) Matteo 0.04 1.0	Light Intensity (% of scale max) Matteo 0.04 1.0	Position (m) Matteo 0.04 1.0	Time (s) Arianna 0.08 1.0	Light Intensity (% of scale max) Arianna 0.08 1.0	Position (m) Arianna 0.08 1.0	Time (s) Antonio 0.08 0.5	Light Intensity (% of scale max) Antonio 0.08 0.5	Position (m) Antonio 0.08 0.5	Time (s) Florinda 0.04 0.5	Light Intensity (% of scale max) Florinda 0.04 0.5	Position (m) Florinda 0.04 0.5	Time (s) Laser rumore costante sole	Light Intensity (% of scale max) Laser rumore costante sole	Position (m) Laser rumore costante sole	Time (s) Corrente di buio t candela	Light Intensity (% of scale max) Corrente di buio t candela	Position (m) Corrente di buio t candela	Time (s) Corrente di buio t lampadina	Light Intensity (% of scale max) Corrente di buio t lampadina	Position (m) Corrente di buio t lampadina	Time (s) Rumore t lampadina	Light Intensity (% of scale max) Rumore t lampadina	Position (m) Rumore t lampadina	Time (s) Rumore t candela	Light Intensity (% of scale max) Rumore t candela	Position (m) Rumore t candela	Time (s) Rumore s lampadina	Light Intensity (% of scale max) Rumore s lampadina	Position (m) Rumore s lampadina	Time (s) Antonio 2 0.02 1.5	Light Intensity (% of scale max) Antonio 2 0.02 1.5	Position (m) Antonio 2 0.02 1.5
												246,250	0,2	-0,1475							246,250	0,2	-0,1982	246,250	0,0	-0,0636							246,250	0,2	-0,1462																														
												246,300	0,2	-0,1475							246,300	0,1	-0,1981	246,300	0,0	-0,0636							246,300	0,2	-0,1462																														
												246,350	0,2	-0,1475							246,350	0,1	-0,1981	246,350	0,0	-0,0636							246,350	0,2	-0,1462																														
												246,400	0,2	-0,1475							246,400	0,1	-0,1979	246,400	0,0	-0,0636							246,400	0,2	-0,1460																														
												246,450	0,2	-0,1474							246,450	0,1	-0,1975	246,450	0,0	-0,0636							246,450	0,2	-0,1459																														
												246,500	0,2	-0,1472							246,500	0,1	-0,1973	246,500	0,0	-0,0636							246,500	0,2	-0,1459																														
												246,550	0,2	-0,1472							246,550	0,1	-0,1972	246,550	0,0	-0,0635							246,550	0,2	-0,1459																														
												246,600	0,2	-0,1472							246,600	0,1	-0,1972	246,600	0,0	-0,0635							246,600	0,2	-0,1459																														
												246,650	0,2	-0,1472							246,650	0,1	-0,1969	246,650	0,0	-0,0633							246,650	0,2	-0,1459																														
												246,700	0,2	-0,1472							246,700	0,1	-0,1964	246,700	0,0	-0,0628							246,700	0,2	-0,1461																														
												246,750	0,2	-0,1472							246,750	0,1	-0,1962	246,750	0,0	-0,0620							246,750	0,2	-0,1461																														
												246,800	0,2	-0,1472							246,800	0,1	-0,1962	246,800	0,0	-0,0611							246,800	0,2	-0,1461																														
												246,850	0,2	-0,1472							246,850	0,1	-0,1962	246,850	0,0	-0,0602							246,850	0,2	-0,1461																														
												246,900	0,2	-0,1472							246,900	0,1	-0,1962	246,900	0,0	-0,0594							246,900	0,2	-0,1461																														
												246,950	0,2	-0,1472							246,950	0,1	-0,1962	246,950	0,0	-0,0589							246,950	0,2	-0,1461																														
												247,000	0,2	-0,1473							247,000	0,1	-0,1962	247,000	0,0	-0,0581							247,000	0,2	-0,1461																														
												247,050	0,2	-0,1474							247,050	0,1	-0,1963	247,050	0,0	-0,0574							247,050	0,2	-0,1461																														
												247,100	0,2	-0,1474							247,100	0,1	-0,1963	247,100	0,0	-0,0568							247,100	0,2	-0,1461																														
												247,150	0,2	-0,1474							247,150	0,1	-0,1963	247,150	0,0	-0,0561							247,150	0,2	-0,1461																														
												247,200	0,2	-0,1474							247,200	0,1	-0,1963	247,200	0,0	-0,0559							247,200	0,2	-0,1461																														
												247,250	0,2	-0,1474							247,250	0,1	-0,1963	247,250	0,0	-0,0559							247,250	0,2	-0,1461																														
												247,300	0,2	-0,1474							247,300	0,1	-0,1963	247,300	0,0	-0,0559							247,300	0,2	-0,1461																														
												247,350	0,2	-0,1474							247,350	0,1	-0,1963	247,350	0,0	-0,0560							247,350	0,2	-0,1460																														
												247,400	0,2	-0,1474							247,400	0,1	-0,1963	247,400	0,0	-0,0564							247,400	0,2	-0,1459																														
												247,450	0,2	-0,1474							247,450	0,1	-0,1963	247,450	0,0	-0,0564							247,450	0,2	-0,1459																														
												247,500	0,2	-0,1474							247,500	0,1	-0,1963	247,500	0,0	-0,0564							247,500	0,2	-0,1459																														
												247,550	0,2	-0,1473							247,550	0,1	-0,1963	247,550	0,0	-0,0564							247,550	0,2	-0,1459																														
												247,600	0,2	-0,1473							247,600	0,1	-0,1963	247,600	0,0	-0,0564							247,600	0,2	-0,1459																														
												247,650	0,2	-0,1472							247,650	0,1	-0,1963	247,650	0,0	-0,0564							247,650	0,2	-0,1458																														
												247,700	0,2	-0,1472							247,700	0,1	-0,1963	247,700	0,0	-0,0564							247,700	0,2	-0,1455																														
												247,750	0,2	-0,1472							247,750	0,1	-0,1963	247,750	0,0	-0,0563							247,750	0,2	-0,1453																														
												247,800	0,2	-0,1471							247,800	0,1	-0,1963	247,800	0,0	-0,0560							247,800	0,2	-0,1452																														
												247,850	0,2	-0,1469							247,850	0,1	-0,1963	247,850	0,0	-0,0557							247,850	0,2	-0,1449																														
												247,900	0,2	-0,1467							247,900	0,1	-0,1963	247,900	0,0	-0,0547							247,900	0,2	-0,1446																														
												247,950	0,3	-0,1465							247,950	0,1	-0,1962	247,950	0,0	-0,0540							247,950	0,2	-0,1444																														
												248,000	0,3	-0,1463							248,000	0,1	-0,1961	248,000	0,0	-0,0534							248,000	0,2	-0,1443																														
												248,050	0,3	-0,1461							248,050	0,1	-0,1960	248,050	0,0	-0,0527							248,050	0,2	-0,1441																														
												248,100	0,3	-0,1460							248,100	0,1	-0,1960	248,100	0,0	-0,0522							248,100	0,2	-0,1440																														
												248,150	0,3	-0,1457							248,150	0,1	-0,1957	248,150	0,0	-0,0517							248,150	0,2	-0,1438																														
												248,200	0,3	-0,1455							248,200	0,2	-0,1954	248,200	0,0	-0,0510							248,200	0,2	-0,1436																														
												248,250	0,3	-0,1452							248,250	0,2	-0,1954	248,250	0,0	-0,0504							248,250	0,2	-0,1435																														
												248,300	0,3	-0,1450							248,300	0,3	-0,1952	248,300	0,0	-0,0501							248,300	0,2	-0,1435																														
												248,350	0,3	-0,1450							248,350	0,3	-0,1950	248,350	0,0	-0,0499							248,350	0,2	-0,1435																														
												248,400	0,3	-0,1450							248,400	0,3	-0,1950	248,400	0,0	-0,0499							248,400	0,2	-0,1435																														
												248,450	0,3	-0,1449							248,450	0,3	-0,1950	248,450	0,0	-0,0500							248,450	0,2	-0,1435																														
												248,500	0,3	-0,1449							248,500	0,4	-0,1948	248,500	0,0	-0,0502							248,500	0,2	-0,1433																														
												248,550	0,3	-0,1449							248,550	0,5	-0,1946	248,550	0,0	-0,0502							248,550	0,2	-0,1431																														
												248,600	0,3	-0,1446							248,600	0,5	-0,1943	248,600	0,0	-0,0502							248,600	0,2	-0,1430																														
												248,650	0,3	-0,1445							248,650	0,6	-0,1943	248,650	0,0	-0,0502							248,650	0,2	-0,1430																														
												248,700	0,3	-0,1444							248,700	0,6	-0,1942	248,700	0,0	-0,0502							248,700	0,2	-0,1428																														
												248,750	0,2	-0,1444							248,750	0,6	-0,1942	248,750	0,0	-0,0502							248,750	0,2	-0,1425																														
												248,800	0,2	-0,1444							248,800	0,6	-0,1942	248,800	0,0	-0,0501							248,800	0,2	-0,1419																														
												248,850	0,2	-0,1442							248,850	0,6	-0,1942	248,850	0,0	-0,0497							248,850	0,2	-0,1415																														
												248,900	0,2	-0,1439							248,900	0,6	-0,1942	248,900	0,0	-0,0486							248,900	0,2	-0,1413																														
												248,950	0,2	-0,1436							248,950	0,6	-0,1942	248,950	0,0	-0,0475							248,950	0,2	-0,1412																														
												249,000	0,2	-0,1434							249,000	0,6	-0,1942	249,000	0,0	-0,0467							249,000	0,2	-0,1410																														
												249,050	0,2	-0,1432							249,050	0,6	-0,1942	249,050	0,0	-0,0461							249,050	0,2	-0,1410																														
												249,100	0,2	-0,1431							249,100	0,6	-0,1942	249,100	0,0	-0,0452							249,100	0,2	-0,1409																														
												249,150	0,2	-0,1431							249,150	0,6	-0,1942	249,150	0,0	-0,0444							249,150	0,2	-0,1408																														
												249,200	0,2	-0,1430							249,200	0,6	-0,1942	249,200	0,0	-0,0436							249,200	0,2	-0,1408																														
												249,250	0,2	-0,1428							249,250	0,6	-0,1942	249,250	0,0	-0,0434							249,250	0,2	-0,1407																														
												249,300	0,2	-0,1427							249,300	0,6	-0,1943	249,300	0,0	-0,0434							249,300	0,2	-0,1406																														
												249,350	0,2	-0,1426							249,350	0,5	-0,1944	249,350	0,0	-0,0435							249,350	0,2	-0,1403																														
												249,400	0,2	-0,1424							249,400	0,5	-0,1944	249,400	0,0	-0,0439							249,400	0,2	-0,1400																														
												249,450	0,2	-0,1424							249,450	0,5	-0,1944	249,450	0,0	-0,0439							249,450	0,2	-0,1400																														
												249,500	0,2	-0,1423							249,500	0,5	-0,1945	249,500	0,0	-0,0439							249,500	0,2	-0,1398																														
												249,550	0,2	-0,1421							249,550	0,5	-0,1945	249,550	0,0	-0,0439							249,550	0,2	-0,1395																														
												249,600	0,2	-0,1420							249,600	0,5	-0,1945	249,600	0,0	-0,0439							249,600	0,2	-0,1394																														
												249,650	0,2	-0,1419							249,650	0,5	-0,1945	249,650	0,0	-0,0438							249,650	0,2	-0,1391																														
												249,700	0,2	-0,1416							249,700	0,5	-0,1945	249,700	0,0	-0,0436							249,700	0,2	-0,1387																														
												249,750	0,2	-0,1415							249,750	0,5	-0,1945	249,750	0,0	-0,0429							249,750	0,2	-0,1386																														
												249,800	0,2	-0,1415							249,800	0,5	-0,1945	249,800	0,0	-0,0420							249,800	0,2	-0,1385																														
												249,850	0,2	-0,1415							249,850	0,5	-0,1945	249,850	0,0	-0,0411							249,850	0,2	-0,1382																														
												249,900	0,2	-0,1415							249,900	0,5	-0,1945	249,900	0,0	-0,0404							249,900	0,2	-0,1381																														
												249,950	0,2	-0,1415							249,950	0,5	-0,1944	249,950	0,0	-0,0398							249,950	0,2	-0,1380																														
												250,000	0,2	-0,1415							250,000	0,5	-0,1944	250,000	0,0	-0,0392							250,000	0,2	-0,1377																														
												250,050	0,2	-0,1415							250,050	0,6	-0,1943	250,050	0,0	-0,0385							250,050	0,2	-0,1375																														
												250,100	0,2	-0,1415							250,100	0,6	-0,1943	250,100	0,0	-0,0380							250,100	0,2	-0,1375																														
												250,150	0,2	-0,1415							250,150	0,6	-0,1942	250,150	0,0	-0,0375							250,150	0,2	-0,1375																														
												250,200	0,2	-0,1415							250,200	0,6	-0,1942	250,200	0,0	-0,0373							250,200	0,2	-0,1374																														
												250,250	0,2	-0,1415							250,250	0,6	-0,1942	250,250	0,0	-0,0374							250,250	0,1	-0,1371																														
												250,300	0,2	-0,1415							250,300	0,6	-0,1942	250,300	0,0	-0,0376							250,300	0,1	-0,1367																														
												250,350	0,2	-0,1415							250,350	0,6	-0,1941	250,350	0,0	-0,0377							250,350	0,1	-0,1367																														
												250,400	0,2	-0,1415							250,400	0,7	-0,1941	250,400	0,0	-0,0377							250,400	0,1	-0,1363																														
												250,450	0,2	-0,1413							250,450	0,9	-0,1938	250,450	0,0	-0,0377							250,450	0,1	-0,1362																														
												250,500	0,2	-0,1411							250,500	1,1	-0,1935	250,500	0,0	-0,0377							250,500	0,1	-0,1359																														
												250,550	0,2	-0,1411							250,550	1,1	-0,1934	250,550	0,0	-0,0377							250,550	0,1	-0,1356																														
												250,600	0,2	-0,1408							250,600	1,2	-0,1934	250,600	0,0	-0,0376							250,600	0,1	-0,1354																														
												250,650	0,2	-0,1405							250,650	1,3	-0,1932	250,650	0,0	-0,0374							250,650	0,1	-0,1353																														
												250,700	0,2	-0,1402							250,700	1,5	-0,1929	250,700	0,0	-0,0368							250,700	0,1	-0,1351																														
												250,750	0,2	-0,1401							250,750	1,8	-0,1927	250,750	0,0	-0,0363							250,750	0,1	-0,1350																														
												250,800	0,2	-0,1400							250,800	1,9	-0,1925	250,800	0,0	-0,0358							250,800	0,1	-0,1350																														
												250,850	0,2	-0,1400							250,850	2,0	-0,1924	250,850	0,0	-0,0353							250,850	0,1	-0,1348																														
												250,900	0,2	-0,1400							250,900	2,0	-0,1924	250,900	0,0	-0,0347							250,900	0,1	-0,1346																														
												250,950	0,2	-0,1399							250,950	2,0	-0,1924	250,950	0,0	-0,0339							250,950	0,1	-0,1346																														
												251,000	0,1	-0,1398							251,000	2,0	-0,1924	251,000	0,0	-0,0333							251,000	0,1	-0,1345																														
												251,050	0,1	-0,1397							251,050	2,0	-0,1924	251,050	0,0	-0,0326							251,050	0,1	-0,1342																														
												251,100	0,1	-0,1397							251,100	2,0	-0,1924	251,100	0,0	-0,0321							251,100	0,1	-0,1342																														
												251,150	0,1	-0,1397							251,150	2,0	-0,1925	251,150	0,0	-0,0319							251,150	0,1	-0,1341																														
												251,200	0,1	-0,1397							251,200	1,8	-0,1926	251,200	0,0	-0,0319							251,200	0,1	-0,1341																														
												251,250	0,1	-0,1397							251,250	1,7	-0,1928	251,250	0,0	-0,0320							251,250	0,1	-0,1341																														
												251,300	0,1	-0,1397							251,300	1,7	-0,1929	251,300	0,0	-0,0321							251,300	0,1	-0,1341																														
												251,350	0,1	-0,1397							251,350	1,7	-0,1929	251,350	0,0	-0,0322							251,350	0,1	-0,1341																														
												251,400	0,1	-0,1397							251,400	1,7	-0,1929	251,400	0,0	-0,0322							251,400	0,1	-0,1341																														
												251,450	0,1	-0,1397							251,450	1,7	-0,1929	251,450	0,0	-0,0322							251,450	0,1	-0,1342																														
												251,500	0,1	-0,1395							251,500	1,7	-0,1929	251,500	0,0	-0,0322							251,500	0,1	-0,1345																														
												251,550	0,1	-0,1393							251,550	1,7	-0,1929	251,550	0,0	-0,0321							251,550	0,1	-0,1347																														
												251,600	0,1	-0,1392							251,600	1,7	-0,1929	251,600	0,0	-0,0319							251,600	0,1	-0,1347																														
												251,650	0,1	-0,1392							251,650	1,7	-0,1929	251,650	0,0	-0,0310							251,650	0,1	-0,1347																														
												251,700	0,1	-0,1391							251,700	1,7	-0,1928	251,700	0,0	-0,0301							251,700	0,1	-0,1347																														
												251,750	0,1	-0,1390							251,750	1,7	-0,1928	251,750	0,0	-0,0292							251,750	0,1	-0,1347																														
												251,800	0,1	-0,1388							251,800	1,7	-0,1928	251,800	0,0	-0,0285							251,800	0,1	-0,1347																														
												251,850	0,1	-0,1385							251,850	1,8	-0,1927	251,850	0,0	-0,0274							251,850	0,1	-0,1347																														
												251,900	0,1	-0,1384							251,900	1,8	-0,1927	251,900	0,0	-0,0268							251,900	0,1	-0,1347																														
												251,950	0,1	-0,1382							251,950	1,9	-0,1926	251,950	0,0	-0,0262							251,950	0,1	-0,1347																														
												252,000	0,1	-0,1382							252,000	2,0	-0,1925	252,000	0,0	-0,0259							252,000	0,1	-0,1347																														
												252,050	0,1	-0,1378							252,050	2,1	-0,1923	252,050	0,0	-0,0259							252,050	0,1	-0,1346																														
												252,100	0,1	-0,1376							252,100	2,4	-0,1921	252,100	0,0	-0,0259							252,100	0,1	-0,1345																														
												252,150	0,1	-0,1376							252,150	2,6	-0,1918	252,150	0,0	-0,0261							252,150	0,1	-0,1345																														
												252,200	0,1	-0,1376							252,200	3,0	-0,1915	252,200	0,0	-0,0262							252,200	0,1	-0,1344																														
												252,250	0,1	-0,1374							252,250	3,1	-0,1913	252,250	0,0	-0,0262							252,250	0,1	-0,1343																														
												252,300	0,1	-0,1372							252,300	3,4	-0,1911	252,300	0,0	-0,0262							252,300	0,1	-0,1341																														
