Time (s) Florinda 0.02 1.5	Light Intensity (% of scale max) Florinda 0.02 1.5	Position (m) Florinda 0.02 1.5	Time (s) Arianna 0.02 1.5	Light Intensity (% of scale max) Arianna 0.02 1.5	Position (m) Arianna 0.02 1.5	Time (s) Antonio 0.02 1.5	Light Intensity (% of scale max) Antonio 0.02 1.5	Position (m) Antonio 0.02 1.5	Time (s) Florinda 0.04 1.5	Light Intensity (% of scale max) Florinda 0.04 1.5	Position (m) Florinda 0.04 1.5	Time (s) Matteo 0.04 1.5	Light Intensity (% of scale max) Matteo 0.04 1.5	Position (m) Matteo 0.04 1.5	Time (s) Antonio 0.04 1.5	Light Intensity (% of scale max) Antonio 0.04 1.5	Position (m) Antonio 0.04 1.5	Time (s) Arianna 0.08 1.5	Light Intensity (% of scale max) Arianna 0.08 1.5	Position (m) Arianna 0.08 1.5	Time (s) Florinda 0.08 1.5	Light Intensity (% of scale max) Florinda 0.08 1.5	Position (m) Florinda 0.08 1.5	Time (s) Matteo 0.08 1.5	Light Intensity (% of scale max) Matteo 0.08 1.5	Position (m) Matteo 0.08 1.5	Time (s) Florinda 0.02 1.0 candela	Light Intensity (% of scale max) Florinda 0.02 1.0 candela	Position (m) Florinda 0.02 1.0 candela	Time (s) Antonio 0.04 1.0 candela	Light Intensity (% of scale max) Antonio 0.04 1.0 candela	Position (m) Antonio 0.04 1.0 candela	Time (s) Matteo 0.04 1.0	Light Intensity (% of scale max) Matteo 0.04 1.0	Position (m) Matteo 0.04 1.0	Time (s) Arianna 0.08 1.0	Light Intensity (% of scale max) Arianna 0.08 1.0	Position (m) Arianna 0.08 1.0	Time (s) Antonio 0.08 0.5	Light Intensity (% of scale max) Antonio 0.08 0.5	Position (m) Antonio 0.08 0.5	Time (s) Florinda 0.04 0.5	Light Intensity (% of scale max) Florinda 0.04 0.5	Position (m) Florinda 0.04 0.5	Time (s) Laser rumore costante sole	Light Intensity (% of scale max) Laser rumore costante sole	Position (m) Laser rumore costante sole	Time (s) Corrente di buio t candela	Light Intensity (% of scale max) Corrente di buio t candela	Position (m) Corrente di buio t candela	Time (s) Corrente di buio t lampadina	Light Intensity (% of scale max) Corrente di buio t lampadina	Position (m) Corrente di buio t lampadina	Time (s) Rumore t lampadina	Light Intensity (% of scale max) Rumore t lampadina	Position (m) Rumore t lampadina	Time (s) Rumore t candela	Light Intensity (% of scale max) Rumore t candela	Position (m) Rumore t candela	Time (s) Rumore s lampadina	Light Intensity (% of scale max) Rumore s lampadina	Position (m) Rumore s lampadina	Time (s) Antonio 2 0.02 1.5	Light Intensity (% of scale max) Antonio 2 0.02 1.5	Position (m) Antonio 2 0.02 1.5
79,650	0,1	-0,1003				79,650	0,0	-0,0232	79,650	0,1	-0,2786	79,650	0,2	-0,1437	79,650	0,0	-0,3042	79,650	0,7	-0,2089	79,650	0,1	-0,1191	79,650	0,4	-0,2049	79,650	80,1	-0,1847	79,650	3,8	-0,2865	79,650	3,0	-0,1807	79,650	0,5	-0,2033	79,650	0,0	-0,2806	79,650	0,0	-0,2887	79,650	32,4	0,0000													79,650	0,1	-0,2662	79,650	0,1	-0,3297
79,700	0,1	-0,0987				79,700	0,0	-0,0232	79,700	0,1	-0,2786	79,700	0,2	-0,1437	79,700	0,0	-0,3030	79,700	0,7	-0,2086	79,700	0,1	-0,1192	79,700	0,4	-0,2050	79,700	79,9	-0,1848	79,700	3,4	-0,2869	79,700	3,0	-0,1806	79,700	0,5	-0,2029	79,700	0,0	-0,2806	79,700	0,0	-0,2892	79,700	32,4	0,0000													79,700	0,1	-0,2662	79,700	0,1	-0,3297
79,750	0,1	-0,0979				79,750	0,0	-0,0231	79,750	0,1	-0,2786	79,750	0,2	-0,1434	79,750	0,0	-0,3020	79,750	0,7	-0,2083	79,750	0,1	-0,1193	79,750	0,5	-0,2052	79,750	80,0	-0,1850	79,750	3,4	-0,2872	79,750	3,1	-0,1804	79,750	0,4	-0,2025	79,750	0,0	-0,2806	79,750	0,0	-0,2896	79,750	32,4	0,0000													79,750	0,1	-0,2662	79,750	0,1	-0,3297
79,800	0,1	-0,0980				79,800	0,0	-0,0229	79,800	0,1	-0,2786	79,800	0,2	-0,1433	79,800	0,0	-0,3009	79,800	0,8	-0,2080	79,800	0,1	-0,1197	79,800	0,5	-0,2053	79,800	81,0	-0,1855	79,800	3,7	-0,2872	79,800	3,1	-0,1804	79,800	0,4	-0,2021	79,800	0,0	-0,2810	79,800	0,0	-0,2900	79,800	32,4	0,0000													79,800	0,1	-0,2662	79,800	0,1	-0,3297
79,850	0,1	-0,0980				79,850	0,0	-0,0224	79,850	0,1	-0,2786	79,850	0,2	-0,1433	79,850	0,1	-0,2996	79,850	0,8	-0,2079	79,850	0,1	-0,1199	79,850	0,5	-0,2053	79,850	82,2	-0,1859	79,850	3,5	-0,2872	79,850	3,1	-0,1803	79,850	0,4	-0,2018	79,850	0,0	-0,2812	79,850	0,0	-0,2903	79,850	32,4	0,0000													79,850	0,1	-0,2666	79,850	0,1	-0,3297
79,900	0,1	-0,0980				79,900	0,0	-0,0209	79,900	0,1	-0,2786	79,900	0,2	-0,1433	79,900	0,1	-0,2980	79,900	0,8	-0,2076	79,900	0,1	-0,1201	79,900	0,5	-0,2054	79,900	82,0	-0,1863	79,900	3,4	-0,2872	79,900	3,1	-0,1803	79,900	0,3	-0,2017	79,900	0,0	-0,2817	79,900	0,0	-0,2905	79,900	32,4	0,0000													79,900	0,1	-0,2672	79,900	0,1	-0,3297
79,950	0,1	-0,0980				79,950	0,0	-0,0193	79,950	0,1	-0,2786	79,950	0,2	-0,1433	79,950	0,1	-0,2961	79,950	0,9	-0,2074	79,950	0,1	-0,1201	79,950	0,5	-0,2055	79,950	81,1	-0,1868	79,950	3,5	-0,2867	79,950	3,1	-0,1803	79,950	0,3	-0,2016	79,950	0,0	-0,2824	79,950	0,0	-0,2908	79,950	32,4	0,0000													79,950	0,1	-0,2685	79,950	0,1	-0,3297
80,000	0,1	-0,0980				80,000	0,0	-0,0179	80,000	0,1	-0,2786	80,000	0,2	-0,1433	80,000	0,1	-0,2945	80,000	0,9	-0,2070	80,000	0,1	-0,1203	80,000	0,5	-0,2057	80,000	81,2	-0,1873	80,000	3,7	-0,2865	80,000	3,1	-0,1803	80,000	0,3	-0,2012	80,000	0,0	-0,2832	80,000	0,0	-0,2910	80,000	32,4	0,0000													80,000	0,1	-0,2707	80,000	0,0	-0,3298
80,050	0,1	-0,0980				80,050	0,0	-0,0167	80,050	0,1	-0,2786	80,050	0,2	-0,1433	80,050	0,1	-0,2938	80,050	0,9	-0,2067	80,050	0,1	-0,1206	80,050	0,5	-0,2058	80,050	80,7	-0,1879	80,050	3,7	-0,2865	80,050	3,1	-0,1803	80,050	0,2	-0,2007	80,050	0,0	-0,2837	80,050	0,0	-0,2913	80,050	32,4	0,0000													80,050	0,1	-0,2723	80,050	0,0	-0,3302
80,100	0,1	-0,0979				80,100	0,0	-0,0151	80,100	0,1	-0,2786	80,100	0,2	-0,1433	80,100	0,1	-0,2932	80,100	0,9	-0,2063	80,100	0,1	-0,1208	80,100	0,6	-0,2059	80,100	81,2	-0,1883	80,100	3,5	-0,2865	80,100	3,1	-0,1803	80,100	0,1	-0,2001	80,100	0,0	-0,2844	80,100	0,0	-0,2916	80,100	32,4	0,0000													80,100	0,1	-0,2740	80,100	0,0	-0,3305
80,150	0,1	-0,0973				80,150	0,0	-0,0135	80,150	0,1	-0,2786	80,150	0,2	-0,1435	80,150	0,1	-0,2922	80,150	0,9	-0,2062	80,150	0,1	-0,1210	80,150	0,6	-0,2061	80,150	81,5	-0,1886	80,150	3,4	-0,2865	80,150	3,1	-0,1803	80,150	0,1	-0,1994	80,150	0,0	-0,2852	80,150	0,0	-0,2917	80,150	32,4	0,0000													80,150	0,1	-0,2755	80,150	0,1	-0,3314
80,200	0,1	-0,0965				80,200	0,0	-0,0118	80,200	0,1	-0,2786	80,200	0,2	-0,1438	80,200	0,1	-0,2908	80,200	0,9	-0,2062	80,200	0,1	-0,1212	80,200	0,6	-0,2062	80,200	81,9	-0,1887	80,200	3,5	-0,2865	80,200	3,1	-0,1803	80,200	0,1	-0,1987	80,200	0,0	-0,2858	80,200	0,0	-0,2919	80,200	32,4	0,0000													80,200	0,1	-0,2767	80,200	0,1	-0,3323
80,250	0,1	-0,0959				80,250	0,0	-0,0110	80,250	0,1	-0,2786	80,250	0,2	-0,1438	80,250	0,1	-0,2906	80,250	0,9	-0,2062	80,250	0,1	-0,1212	80,250	0,6	-0,2064	80,250	81,9	-0,1887	80,250	3,6	-0,2865	80,250	3,1	-0,1803	80,250	0,1	-0,1983	80,250	0,0	-0,2859	80,250	0,0	-0,2920	80,250	32,4	0,0000													80,250	0,1	-0,2776	80,250	0,0	-0,3329
80,300	0,1	-0,0950				80,300	0,0	-0,0099	80,300	0,1	-0,2786	80,300	0,2	-0,1439	80,300	0,1	-0,2903	80,300	0,9	-0,2062	80,300	0,1	-0,1213	80,300	0,6	-0,2065	80,300	81,9	-0,1886	80,300	3,5	-0,2865	80,300	3,1	-0,1803	80,300	0,2	-0,1979	80,300	0,0	-0,2859	80,300	0,0	-0,2922	80,300	32,4	0,0000													80,300	0,1	-0,2786	80,300	0,0	-0,3337
80,350	0,1	-0,0934				80,350	0,0	-0,0083	80,350	0,1	-0,2786	80,350	0,2	-0,1440	80,350	0,1	-0,2901	80,350	0,9	-0,2062	80,350	0,1	-0,1215	80,350	0,6	-0,2066	80,350	82,0	-0,1886	80,350	3,4	-0,2865	80,350	3,1	-0,1804	80,350	0,3	-0,1976	80,350	0,0	-0,2861	80,350	0,0	-0,2924	80,350	32,4	0,0000													80,350	0,1	-0,2796	80,350	0,0	-0,3347
80,400	0,1	-0,0919				80,400	0,0	-0,0075	80,400	0,1	-0,2788	80,400	0,2	-0,1440	80,400	0,1	-0,2901	80,400	0,9	-0,2062	80,400	0,1	-0,1216	80,400	0,7	-0,2068	80,400	82,1	-0,1885	80,400	3,6	-0,2867	80,400	3,1	-0,1806	80,400	0,4	-0,1973	80,400	0,0	-0,2862	80,400	0,0	-0,2925	80,400	32,4	0,0000													80,400	0,1	-0,2803	80,400	0,0	-0,3360
80,450	0,1	-0,0904				80,450	0,0	-0,0066	80,450	0,1	-0,2789	80,450	0,2	-0,1441	80,450	0,1	-0,2902	80,450	0,9	-0,2062	80,450	0,1	-0,1217	80,450	0,7	-0,2070	80,450	82,2	-0,1885	80,450	3,7	-0,2870	80,450	3,1	-0,1808	80,450	0,5	-0,1970	80,450	0,0	-0,2862	80,450	0,0	-0,2926	80,450	32,4	0,0000													80,450	0,1	-0,2803	80,450	0,1	-0,3370
80,500	0,0	-0,0890				80,500	0,0	-0,0060	80,500	0,1	-0,2789	80,500	0,2	-0,1444	80,500	0,1	-0,2903	80,500	0,9	-0,2062	80,500	0,1	-0,1218	80,500	0,7	-0,2071	80,500	82,1	-0,1885	80,500	3,5	-0,2872	80,500	3,1	-0,1809	80,500	0,5	-0,1970	80,500	0,0	-0,2860	80,500	0,0	-0,2926	80,500	32,4	0,0000													80,500	0,1	-0,2800	80,500	0,0	-0,3377
80,550	0,0	-0,0878				80,550	0,0	-0,0058	80,550	0,1	-0,2790	80,550	0,2	-0,1444	80,550	0,1	-0,2904	80,550	0,9	-0,2062	80,550	0,1	-0,1218	80,550	0,7	-0,2073	80,550	82,2	-0,1885	80,550	3,5	-0,2880	80,550	3,1	-0,1809	80,550	0,5	-0,1970	80,550	0,0	-0,2854	80,550	0,0	-0,2925	80,550	32,4	0,0000													80,550	0,1	-0,2795	80,550	0,0	-0,3384
80,600	0,0	-0,0868				80,600	0,0	-0,0057	80,600	0,1	-0,2790	80,600	0,2	-0,1444	80,600	0,1	-0,2904	80,600	0,9	-0,2062	80,600	0,1	-0,1218	80,600	0,7	-0,2073	80,600	82,1	-0,1885	80,600	3,7	-0,2889	80,600	3,1	-0,1810	80,600	0,5	-0,1970	80,600	0,0	-0,2853	80,600	0,0	-0,2922	80,600	32,4	0,0000													80,600	0,1	-0,2794	80,600	0,0	-0,3390
80,650	0,0	-0,0866				80,650	0,0	-0,0057	80,650	0,1	-0,2790	80,650	0,2	-0,1445	80,650	0,1	-0,2904	80,650	0,9	-0,2062	80,650	0,1	-0,1218	80,650	0,7	-0,2073	80,650	82,2	-0,1885	80,650	4,1	-0,2895	80,650	3,1	-0,1811	80,650	0,4	-0,1972	80,650	0,0	-0,2853	80,650	0,0	-0,2918	80,650	32,4	0,0000													80,650	0,1	-0,2794	80,650	0,0	-0,3394
80,700	0,0	-0,0867				80,700	0,0	-0,0059	80,700	0,1	-0,2790	80,700	0,2	-0,1448	80,700	0,1	-0,2904	80,700	0,9	-0,2060	80,700	0,1	-0,1217	80,700	0,7	-0,2074	80,700	82,2	-0,1885	80,700	4,0	-0,2900	80,700	3,1	-0,1813	80,700	0,3	-0,1975	80,700	0,0	-0,2853	80,700	0,0	-0,2918	80,700	32,4	0,0000													80,700	0,1	-0,2794	80,700	0,0	-0,3398
80,750	0,0	-0,0867				80,750	0,0	-0,0060	80,750	0,1	-0,2792	80,750	0,2	-0,1455	80,750	0,1	-0,2904	80,750	0,9	-0,2056	80,750	0,1	-0,1217	80,750	0,7	-0,2075	80,750	82,2	-0,1885	80,750	3,9	-0,2904	80,750	3,1	-0,1815	80,750	0,3	-0,1975	80,750	0,0	-0,2853	80,750	0,0	-0,2918	80,750	32,4	0,0000													80,750	0,1	-0,2794	80,750	0,0	-0,3403
80,800	0,0	-0,0867				80,800	0,0	-0,0060	80,800	0,1	-0,2795	80,800	0,2	-0,1457	80,800	0,1	-0,2904	80,800	0,9	-0,2052	80,800	0,1	-0,1216	80,800	0,7	-0,2075	80,800	82,2	-0,1885	80,800	4,0	-0,2908	80,800	3,1	-0,1816	80,800	0,3	-0,1975	80,800	0,0	-0,2853	80,800	0,0	-0,2918	80,800	32,4	0,0000													80,800	0,1	-0,2794	80,800	0,0	-0,3408
80,850	0,0	-0,0867				80,850	0,0	-0,0060	80,850	0,1	-0,2800	80,850	0,2	-0,1457	80,850	0,1	-0,2904	80,850	0,9	-0,2047	80,850	0,1	-0,1216	80,850	0,7	-0,2079	80,850	82,2	-0,1885	80,850	4,2	-0,2912	80,850	3,2	-0,1817	80,850	0,3	-0,1975	80,850	0,0	-0,2853	80,850	0,0	-0,2918	80,850	32,4	0,0000													80,850	0,1	-0,2795	80,850	0,0	-0,3409
80,900	0,0	-0,0867				80,900	0,0	-0,0060	80,900	0,1	-0,2800	80,900	0,2	-0,1459	80,900	0,1	-0,2903	80,900	0,7	-0,2039	80,900	0,1	-0,1216	80,900	0,7	-0,2080	80,900	82,3	-0,1885	80,900	3,8	-0,2916	80,900	3,2	-0,1819	80,900	0,3	-0,1975	80,900	0,0	-0,2856	80,900	0,0	-0,2918	80,900	32,4	0,0000													80,900	0,1	-0,2801	80,900	0,0	-0,3409
80,950	0,0	-0,0867				80,950	0,0	-0,0060	80,950	0,1	-0,2802	80,950	0,2	-0,1463	80,950	0,1	-0,2903	80,950	0,6	-0,2032	80,950	0,1	-0,1216	80,950	0,7	-0,2081	80,950	82,2	-0,1885	80,950	3,5	-0,2920	80,950	3,2	-0,1821	80,950	0,3	-0,1975	80,950	0,0	-0,2859	80,950	0,0	-0,2918	80,950	32,4	0,0000													80,950	0,1	-0,2813	80,950	0,0	-0,3408
81,000	0,0	-0,0866				81,000	0,0	-0,0060	81,000	0,1	-0,2809	81,000	0,2	-0,1465	81,000	0,1	-0,2903	81,000	0,5	-0,2025	81,000	0,1	-0,1215	81,000	0,7	-0,2082	81,000	82,3	-0,1885	81,000	3,2	-0,2924	81,000	3,2	-0,1824	81,000	0,3	-0,1975	81,000	0,0	-0,2862	81,000	0,0	-0,2918	81,000	32,4	0,0000													81,000	0,1	-0,2833	81,000	0,0	-0,3401
81,050	0,0	-0,0864				81,050	0,0	-0,0060	81,050	0,1	-0,2813	81,050	0,2	-0,1466	81,050	0,1	-0,2903	81,050	0,3	-0,2020	81,050	0,1	-0,1215	81,050	0,7	-0,2084	81,050	82,2	-0,1885	81,050	3,3	-0,2927	81,050	3,3	-0,1825	81,050	0,4	-0,1974	81,050	0,0	-0,2866	81,050	0,0	-0,2918	81,050	32,4	0,0000													81,050	0,1	-0,2852	81,050	0,0	-0,3401
81,100	0,0	-0,0852				81,100	0,0	-0,0060	81,100	0,1	-0,2815	81,100	0,2	-0,1468	81,100	0,1	-0,2901	81,100	0,2	-0,2016	81,100	0,1	-0,1215	81,100	0,7	-0,2085	81,100	82,2	-0,1885	81,100	3,1	-0,2927	81,100	3,3	-0,1827	81,100	0,4	-0,1971	81,100	0,0	-0,2875	81,100	0,0	-0,2918	81,100	32,4	0,0000													81,100	0,1	-0,2865	81,100	0,0	-0,3401
81,150	0,0	-0,0831				81,150	0,0	-0,0059	81,150	0,1	-0,2819	81,150	0,2	-0,1468	81,150	0,1	-0,2898	81,150	0,2	-0,2015	81,150	0,1	-0,1215	81,150	0,7	-0,2087	81,150	82,1	-0,1887	81,150	3,0	-0,2927	81,150	3,3	-0,1828	81,150	0,5	-0,1970	81,150	0,0	-0,2884	81,150	0,0	-0,2919	81,150	32,4	0,0000													81,150	0,1	-0,2879	81,150	0,0	-0,3401
81,200	0,0	-0,0819				81,200	0,0	-0,0056	81,200	0,1	-0,2823	81,200	0,2	-0,1468	81,200	0,1	-0,2890	81,200	0,2	-0,2012	81,200	0,1	-0,1216	81,200	0,7	-0,2087	81,200	81,9	-0,1889	81,200	3,0	-0,2927	81,200	3,3	-0,1828	81,200	0,5	-0,1969	81,200	0,0	-0,2892	81,200	0,0	-0,2921	81,200	32,4	0,0000													81,200	0,1	-0,2892	81,200	0,0	-0,3401
81,250	0,0	-0,0807				81,250	0,0	-0,0055	81,250	0,1	-0,2826	81,250	0,2	-0,1468	81,250	0,1	-0,2879	81,250	0,2	-0,2012	81,250	0,1	-0,1216	81,250	0,7	-0,2088	81,250	82,0	-0,1892	81,250	3,2	-0,2926	81,250	3,3	-0,1829	81,250	0,7	-0,1967	81,250	0,0	-0,2901	81,250	0,0	-0,2924	81,250	32,4	0,0000													81,250	0,1	-0,2905	81,250	0,0	-0,3401
81,300	0,0	-0,0796				81,300	0,0	-0,0052	81,300	0,1	-0,2829	81,300	0,2	-0,1468	81,300	0,1	-0,2874	81,300	0,1	-0,2009	81,300	0,1	-0,1218	81,300	0,7	-0,2089	81,300	82,3	-0,1897	81,300	2,6	-0,2920	81,300	3,3	-0,1830	81,300	0,9	-0,1963	81,300	0,0	-0,2911	81,300	0,0	-0,2926	81,300	32,4	0,0000													81,300	0,1	-0,2917	81,300	0,0	-0,3401
81,350	0,0	-0,0786				81,350	0,0	-0,0040	81,350	0,1	-0,2835	81,350	0,2	-0,1466	81,350	0,1	-0,2872	81,350	0,1	-0,2008	81,350	0,1	-0,1220	81,350	0,7	-0,2089	81,350	82,6	-0,1900	81,350	2,6	-0,2919	81,350	3,3	-0,1831	81,350	1,1	-0,1959	81,350	0,0	-0,2915	81,350	0,0	-0,2929	81,350	32,4	0,0000													81,350	0,1	-0,2926	81,350	0,0	-0,3401
81,400	0,0	-0,0776				81,400	0,0	-0,0023	81,400	0,1	-0,2838	81,400	0,2	-0,1466	81,400	0,1	-0,2867	81,400	0,1	-0,2006	81,400	0,1	-0,1224	81,400	0,7	-0,2091	81,400	82,7	-0,1903	81,400	2,5	-0,2919	81,400	3,3	-0,1831	81,400	1,6	-0,1956	81,400	0,0	-0,2915	81,400	0,0	-0,2931	81,400	32,4	0,0000													81,400	0,1	-0,2936	81,400	0,0	-0,3404
81,450	0,0	-0,0771				81,450	0,0	-0,0011	81,450	0,1	-0,2838	81,450	0,2	-0,1466	81,450	0,1	-0,2859	81,450	0,1	-0,2003	81,450	0,1	-0,1227	81,450	0,7	-0,2092	81,450	83,0	-0,1907	81,450	2,8	-0,2919	81,450	3,3	-0,1833	81,450	1,9	-0,1951	81,450	0,0	-0,2914	81,450	0,0	-0,2932	81,450	32,4	0,0000													81,450	0,1	-0,2938	81,450	0,0	-0,3411
81,500	0,0	-0,0770				81,500	0,0	-1,5000E-4	81,500	0,1	-0,2838	81,500	0,2	-0,1466	81,500	0,1	-0,2848	81,500	0,1	-0,2002	81,500	0,1	-0,1229	81,500	0,7	-0,2092	81,500	83,1	-0,1911	81,500	2,7	-0,2919	81,500	3,3	-0,1834	81,500	2,3	-0,1946	81,500	0,0	-0,2910	81,500	0,0	-0,2933	81,500	32,4	0,0000													81,500	0,1	-0,2938	81,500	0,0	-0,3415
81,550	0,0	-0,0770				81,550	0,0	3,7500E-5	81,550	0,1	-0,2839	81,550	0,2	-0,1466	81,550	0,1	-0,2844	81,550	0,1	-0,2003	81,550	0,1	-0,1231	81,550	0,7	-0,2092	81,550	83,3	-0,1914	81,550	2,6	-0,2919	81,550	3,3	-0,1835	81,550	3,1	-0,1940	81,550	0,0	-0,2909	81,550	0,0	-0,2934	81,550	32,4	0,0000													81,550	0,1	-0,2938	81,550	0,0	-0,3415
81,600	0,0	-0,0770				81,600	0,0	3,7500E-5	81,600	0,1	-0,2843	81,600	0,2	-0,1466	81,600	0,1	-0,2843	81,600	0,1	-0,2004	81,600	0,1	-0,1233	81,600	0,7	-0,2093	81,600	83,3	-0,1915	81,600	2,5	-0,2919	81,600	3,3	-0,1836	81,600	3,5	-0,1934	81,600	0,0	-0,2908	81,600	0,0	-0,2936	81,600	32,4	0,0000													81,600	0,1	-0,2930	81,600	0,0	-0,3415
81,650	0,0	-0,0770				81,650	0,0	3,7500E-5	81,650	0,1	-0,2845	81,650	0,2	-0,1466	81,650	0,1	-0,2843	81,650	0,1	-0,2004	81,650	0,1	-0,1235	81,650	0,6	-0,2095	81,650	83,4	-0,1918	81,650	2,7	-0,2919	81,650	3,3	-0,1837	81,650	4,0	-0,1928	81,650	0,0	-0,2908	81,650	0,0	-0,2937	81,650	32,4	0,0000													81,650	0,1	-0,2930	81,650	0,0	-0,3415
81,700	0,0	-0,0774				81,700	0,0	3,7500E-5	81,700	0,1	-0,2845	81,700	0,2	-0,1466	81,700	0,1	-0,2841	81,700	0,1	-0,2004	81,700	0,0	-0,1239	81,700	0,6	-0,2096	81,700	83,4	-0,1918	81,700	2,7	-0,2919	81,700	3,4	-0,1838	81,700	4,9	-0,1924	81,700	0,0	-0,2908	81,700	0,0	-0,2939	81,700	32,4	0,0000													81,700	0,1	-0,2930	81,700	0,0	-0,3415
81,750	0,0	-0,0777				81,750	0,0	3,7500E-5	81,750	0,1	-0,2844	81,750	0,2	-0,1466	81,750	0,1	-0,2837	81,750	0,1	-0,2004	81,750	0,0	-0,1242	81,750	0,6	-0,2097	81,750	83,6	-0,1918	81,750	2,7	-0,2922	81,750	3,4	-0,1839	81,750	5,4	-0,1919	81,750	0,0	-0,2908	81,750	0,0	-0,2941	81,750	32,4	0,0000													81,750	0,1	-0,2930	81,750	0,0	-0,3415
81,800	0,0	-0,0776				81,800	0,0	3,7500E-5	81,800	0,1	-0,2840	81,800	0,2	-0,1467	81,800	0,1	-0,2834	81,800	0,1	-0,2004	81,800	0,0	-0,1243	81,800	0,6	-0,2098	81,800	83,8	-0,1916	81,800	2,8	-0,2926	81,800	3,4	-0,1842	81,800	6,3	-0,1914	81,800	0,0	-0,2908	81,800	0,0	-0,2944	81,800	32,4	0,0000													81,800	0,1	-0,2930	81,800	0,0	-0,3415
81,850	0,0	-0,0771				81,850	0,0	3,7500E-5	81,850	0,1	-0,2840	81,850	0,2	-0,1469	81,850	0,1	-0,2832	81,850	0,1	-0,2004	81,850	0,0	-0,1244	81,850	0,6	-0,2099	81,850	83,8	-0,1916	81,850	3,1	-0,2927	81,850	3,4	-0,1845	81,850	6,8	-0,1910	81,850	0,0	-0,2910	81,850	0,0	-0,2947	81,850	32,4	0,0000													81,850	0,1	-0,2930	81,850	0,0	-0,3415
81,900	0,0	-0,0765				81,900	0,0	1,8750E-5	81,900	0,1	-0,2840	81,900	0,2	-0,1469	81,900	0,1	-0,2831	81,900	0,1	-0,2004	81,900	0,0	-0,1245	81,900	0,6	-0,2100	81,900	83,9	-0,1916	81,900	2,9	-0,2932	81,900	3,4	-0,1846	81,900	7,2	-0,1905	81,900	0,0	-0,2916	81,900	0,0	-0,2950	81,900	32,4	0,0000													81,900	0,1	-0,2930	81,900	0,0	-0,3412
81,950	0,0	-0,0754				81,950	0,0	6,7756E-17	81,950	0,1	-0,2840	81,950	0,2	-0,1470	81,950	0,1	-0,2827	81,950	0,1	-0,2004	81,950	0,0	-0,1246	81,950	0,6	-0,2102	81,950	83,8	-0,1916	81,950	2,5	-0,2940	81,950	3,4	-0,1846	81,950	8,0	-0,1901	81,950	0,0	-0,2925	81,950	0,0	-0,2953	81,950	32,4	0,0000													81,950	0,1	-0,2931	81,950	0,0	-0,3411
82,000	0,0	-0,0736				82,000	0,0	6,7756E-17	82,000	0,1	-0,2840	82,000	0,2	-0,1471	82,000	0,1	-0,2822	82,000	0,1	-0,2004	82,000	0,0	-0,1246	82,000	0,6	-0,2103	82,000	83,9	-0,1916	82,000	2,1	-0,2946	82,000	3,4	-0,1848	82,000	8,3	-0,1899	82,000	0,0	-0,2939	82,000	0,0	-0,2956	82,000	32,4	0,0000													82,000	0,1	-0,2940	82,000	0,0	-0,3411
82,050	0,0	-0,0720				82,050	0,0	6,7756E-17	82,050	0,1	-0,2840	82,050	0,2	-0,1472	82,050	0,1	-0,2817	82,050	0,1	-0,2004	82,050	0,0	-0,1245	82,050	0,6	-0,2104	82,050	83,8	-0,1916	82,050	2,1	-0,2950	82,050	3,4	-0,1849	82,050	8,4	-0,1897	82,050	0,0	-0,2949	82,050	0,0	-0,2959	82,050	32,4	0,0000													82,050	0,1	-0,2954	82,050	0,0	-0,3411
82,100	0,0	-0,0709				82,100	0,0	6,7756E-17	82,100	0,1	-0,2840	82,100	0,2	-0,1477	82,100	0,1	-0,2813	82,100	0,1	-0,2004	82,100	0,0	-0,1244	82,100	0,6	-0,2105	82,100	83,8	-0,1916	82,100	2,2	-0,2953	82,100	3,4	-0,1851	82,100	8,7	-0,1896	82,100	0,0	-0,2953	82,100	0,0	-0,2962	82,100	32,4	0,0000													82,100	0,1	-0,2973	82,100	0,0	-0,3410
82,150	0,0	-0,0701				82,150	0,0	6,7756E-17	82,150	0,1	-0,2840	82,150	0,2	-0,1482	82,150	0,1	-0,2808	82,150	0,1	-0,2004	82,150	0,0	-0,1244	82,150	0,6	-0,2106	82,150	83,9	-0,1916	82,150	2,1	-0,2954	82,150	3,4	-0,1852	82,150	8,7	-0,1896	82,150	0,0	-0,2958	82,150	0,0	-0,2964	82,150	32,4	0,0000													82,150	0,1	-0,2994	82,150	0,0	-0,3409
82,200	0,0	-0,0698				82,200	0,0	6,7756E-17	82,200	0,1	-0,2840	82,200	0,2	-0,1482	82,200	0,1	-0,2801	82,200	0,1	-0,2004	82,200	0,0	-0,1243	82,200	0,5	-0,2107	82,200	83,8	-0,1916	82,200	2,1	-0,2956	82,200	3,4	-0,1853	82,200	8,7	-0,1896	82,200	0,0	-0,2968	82,200	0,0	-0,2966	82,200	32,4	0,0000													82,200	0,1	-0,3013	82,200	0,0	-0,3403
82,250	0,0	-0,0696				82,250	0,0	6,7756E-17	82,250	0,1	-0,2840	82,250	0,2	-0,1482	82,250	0,1	-0,2799	82,250	0,1	-0,2004	82,250	0,0	-0,1243	82,250	0,5	-0,2109	82,250	83,9	-0,1916	82,250	2,0	-0,2962	82,250	3,4	-0,1854	82,250	8,4	-0,1899	82,250	0,0	-0,2970	82,250	0,0	-0,2969	82,250	32,4	0,0000													82,250	0,1	-0,3028	82,250	0,0	-0,3399
